Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Like_Rate,Comment_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
Twitter,#Tech,Shorts,USA,2876540,10981,63070,9201,0.0038174334443463,0.0031986344705792,20182,0.0070160679149255,1.0851553609232802
Instagram,#Viral,Video,Japan,4298093,313918,75168,21454,0.0730365769191127,0.0049915160048886,335372,0.0780280929240014,1.67796976711564
Instagram,#Comedy,Tweet,Japan,2685008,312885,79634,27209,0.1165303790528743,0.0101336755793651,340094,0.1266640546322394,1.0482235373835862
TikTok,#Fitness,Video,UK,794730,194026,93504,47841,0.244140777370931,0.0601978030274432,241867,0.3043385803983743,0.2999842794847557
Twitter,#Gaming,Live Stream,Australia,1477708,265660,97515,21963,0.1797784135972736,0.0148628822473722,287623,0.1946412958446459,0.5574554006129652
TikTok,#Challenge,Video,USA,2418004,471089,47327,24701,0.1948255668725113,0.0102154504293623,495790,0.2050410173018737,0.9127165046383768
Instagram,#Fashion,Tweet,India,454490,367108,6386,33172,0.8077361438095447,0.072987304451143,400280,0.8807234482606878,0.1774322890305973
TikTok,#Challenge,Reel,Japan,1061491,404574,82042,29450,0.3811374754943754,0.0277439940611837,434024,0.4088814695555591,0.4006777305683097
Twitter,#Gaming,Shorts,India,655507,247570,68972,23701,0.3776771262549446,0.0361567458471076,271271,0.4138338721020523,0.2472856053358328
TikTok,#Challenge,Shorts,Germany,2631238,442816,29304,44101,0.1682918838964776,0.0167605514970519,486917,0.1850524353935295,0.99320528428889
Instagram,#Dance,Shorts,Canada,2414079,453772,12971,44775,0.1879689935582058,0.0185474460446406,498547,0.2065164396028464,0.942453217608078
YouTube,#Fitness,Live Stream,Japan,3213925,436365,48616,46800,0.1357732367743491,0.0145616341389422,483165,0.1503348709132913,1.215941981206035
Twitter,#Fitness,Live Stream,Australia,1658817,280297,70901,36696,0.1689740339048852,0.0221217892027872,316993,0.1910958231076725,0.6257775523165584
TikTok,#Fitness,Post,Brazil,2878436,149765,9840,42118,0.0520299912869349,0.0146322516811212,191883,0.0666622429680562,1.0865143501604095
TikTok,#Challenge,Live Stream,Brazil,3730939,8927,36583,33397,0.0023926952437442,0.0089513658625884,42324,0.0113440611063327,1.408306025589288
TikTok,#Education,Video,USA,1951149,367712,57910,28894,0.1884592104447174,0.014808710149763,396606,0.2032679205944804,0.7364941891364383
Instagram,#Tech,Live Stream,India,4031260,489680,10003,38423,0.1214707064292553,0.0095312631782618,528103,0.1310019696075172,1.5737985202699418
TikTok,#Dance,Tweet,UK,800596,434086,82037,27401,0.54220355834903,0.0342257518148979,461487,0.5764293101639278,0.3021985003943194
Twitter,#Music,Live Stream,Japan,3059352,45964,49018,20424,0.0150240966060786,0.0066759235289041,66388,0.0217000201349828,1.154119957918666
YouTube,#Tech,Tweet,USA,489829,338839,69684,45590,0.69174956974781,0.0930732970077312,384429,0.7848228667555412,0.1853197086777603
YouTube,#Gaming,Video,Brazil,1775441,300600,92494,29780,0.1693100474755286,0.0167732974511684,330380,0.1860833449266971,0.6717123912519501
Twitter,#Fitness,Shorts,UK,3386425,804,77479,48511,0.0002374185165772,0.0143251363901459,49315,0.0145625549067231,1.2775060465401558
Instagram,#Gaming,Reel,India,3147828,488798,11213,28108,0.1552810382269933,0.0089293315899089,516906,0.1642103698169023,1.228907847289505
TikTok,#Challenge,Shorts,Australia,1370433,360983,28865,7949,0.2634079885700359,0.0058003565296515,368932,0.2692083450996875,0.5172931134940574
Twitter,#Viral,Tweet,USA,4329212,314231,36820,38094,0.0725838790061563,0.0087992918803699,352325,0.0813831708865262,1.6331660989846817
YouTube,#Comedy,Tweet,Brazil,1193284,301260,95595,13072,0.2524629509823311,0.010954642817636,314332,0.2634175937999671,0.4514617208246808
TikTok,#Comedy,Tweet,Japan,4969573,61124,69585,20780,0.0122996482796409,0.0041814457700893,81904,0.0164810940497302,1.8758493774639131
Twitter,#Viral,Tweet,Brazil,3380653,387333,43799,7391,0.1145734270864238,0.002186264014674,394724,0.1167596911010979,1.2753285983756075
Twitter,#Dance,Video,Brazil,4615991,4652,67987,39672,0.0010078009250884,0.0085944708297741,44324,0.0096022717548626,1.7413515472142274
TikTok,#Tech,Shorts,Germany,864943,82684,91782,8394,0.0955947386128334,0.0097046857422974,91078,0.1052994243551309,0.3264873638221572
Instagram,#Comedy,Post,UK,1263647,322686,75202,21411,0.2553608721422992,0.0169438142139379,344097,0.2723046863562371,0.4933261012049709
YouTube,#Fashion,Post,USA,1984393,375236,99926,43802,0.1890935918439543,0.0220732485954143,419038,0.2111668404393686,0.7507663545077709
TikTok,#Music,Reel,USA,3986858,90525,32612,1252,0.0227058500704063,0.0003140317513189,91777,0.0230198818217252,1.504906980405967
TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850,0.1900083783099195,0.034925861699433,230886,0.2249342400093525,0.3874546871515135
TikTok,#Viral,Shorts,Germany,3391235,264956,65030,40163,0.0781296489332057,0.0118431780752439,305119,0.0899728270084497,1.2800790054968172
Twitter,#Challenge,Video,Brazil,3216923,205624,63081,49107,0.0639194658995568,0.015265208399455,254731,0.0791846742990118,1.213562557491779
Instagram,#Dance,Tweet,USA,4841137,431351,625,19075,0.0891011760253841,0.0039401900834452,450426,0.0930413661088293,1.8899734194827584
TikTok,#Gaming,Shorts,Brazil,2056554,5852,96016,26074,0.0028455367571189,0.0126784903289677,31926,0.0155240270860867,0.7762810890635716
Instagram,#Music,Live Stream,Brazil,1889541,357123,24263,35214,0.188999868221965,0.0186362719835134,392337,0.2076361402054784,0.7376742829262777
Instagram,#Tech,Video,Canada,2385749,319160,12581,37720,0.1337776941329536,0.0158105483854336,356880,0.1495882425183873,0.9313932234426688
YouTube,#Comedy,Post,UK,2543088,334654,46205,44955,0.131593558697143,0.0176773277212585,379609,0.1492708864184015,0.9621405170006434
Instagram,#Music,Reel,Germany,4826724,359660,68209,1169,0.0745143082554544,0.0002421932557154,360829,0.0747565015111699,1.8843466035312568
TikTok,#Dance,Tweet,Canada,332982,248040,43908,44462,0.7449051300070274,0.1335267371809887,292502,0.8784318671880161,0.1256896875056848
Instagram,#Education,Video,India,2780722,130632,4458,42849,0.0469777273672089,0.0154093073669356,173481,0.0623870347341445,1.0855901551579588
Twitter,#Education,Post,Japan,4582230,284453,89108,46380,0.0620774164544337,0.0101217092987475,330833,0.0721991257531813,1.7286154371166342
YouTube,#Fashion,Post,USA,4126761,108177,6409,1021,0.0262135364757009,0.0002474095301375,109198,0.0264609460058384,1.5613002625462007
Twitter,#Fashion,Post,Brazil,2116294,479845,2280,48864,0.2267383454283762,0.0230894195229963,528709,0.2498277649513725,0.7983576725474955
Instagram,#Dance,Post,Canada,3724442,459724,55807,9912,0.1234343292230084,0.0026613382622148,469636,0.1260956674852233,1.4540171828240358
Instagram,#Gaming,Tweet,Brazil,4170208,315259,26019,37399,0.0755979078261803,0.0089681378003207,352658,0.0845660456265011,1.628043633905497
Twitter,#Comedy,Shorts,Canada,1340034,92561,43545,32024,0.0690736205200763,0.0238979010980318,124585,0.0929715216181081,0.5055188104178864
YouTube,#Education,Post,India,2091486,222248,78214,42629,0.1062632023355642,0.0203821589051994,264877,0.1266453612407637,0.7912834401875231
Twitter,#Fashion,Reel,Japan,4386555,119786,77421,45384,0.0273075340443696,0.0103461600276298,165170,0.0376536940719995,1.6547983599167124
YouTube,#Viral,Live Stream,Germany,3781524,76341,10644,1692,0.0201878925004839,0.0004474386517181,78033,0.0206353311522021,1.4306848431553847
TikTok,#Tech,Shorts,Japan,2076113,484384,39567,41864,0.2333129266085227,0.0201646056837946,526248,0.2534775322923174,0.7836639644079557
TikTok,#Music,Tweet,Brazil,3648938,224759,88368,34806,0.0615957300452898,0.0095386657706982,259565,0.0711343958159881,1.377353361285651
TikTok,#Dance,Live Stream,USA,1304352,334062,84453,42589,0.2561133804371826,0.0326514621819876,376651,0.2887648426191703,0.4923497224396966
Instagram,#Viral,Tweet,Australia,4113719,371010,23116,29531,0.0901884645013429,0.0071786624220079,400541,0.0973671269233508,1.6059904037463086
TikTok,#Tech,Live Stream,Germany,2919564,36753,49519,6372,0.0125885234918638,0.0021825176635963,43125,0.0147710411554601,1.10203880934359
YouTube,#Gaming,Tweet,USA,4732496,365067,78267,37692,0.0771404772449887,0.0079645075241479,402759,0.0851049847691366,1.7904713278280096
Twitter,#Challenge,Shorts,Japan,2040652,407996,11598,40259,0.1999341386968478,0.0197284985387023,448255,0.2196626372355502,0.769822236985689
YouTube,#Gaming,Live Stream,Canada,3380651,451739,2827,2335,0.1336248550944773,0.000690695371986,454074,0.1343155504664634,1.279020348858845
YouTube,#Education,Video,India,2592595,237876,33780,36343,0.0917520862302056,0.0140180012689988,274219,0.1057700874992044,0.9808707735136508
Instagram,#Gaming,Post,Canada,4284095,435610,44348,35611,0.101680751710688,0.0083123740253192,471221,0.1099931257360072,1.6725049666099077
YouTube,#Tech,Video,Brazil,1562200,236997,84050,12958,0.1517072077838945,0.0082947125848162,249955,0.1600019203687108,0.5910357469574019
Twitter,#Fashion,Live Stream,USA,3305437,493487,69852,38719,0.1492955394400195,0.0117137310437318,532206,0.1610092704837514,1.2469538684475672
YouTube,#Dance,Shorts,India,2293007,93269,84008,11949,0.0406754100619841,0.0052110612832843,105218,0.0458864713452684,0.8675259922055762
Twitter,#Fashion,Shorts,UK,1191376,239380,16309,8387,0.2009273310860719,0.0070397590685056,247767,0.2079670901545775,0.4494385801258922
YouTube,#Viral,Live Stream,India,660930,336481,11129,35123,0.5091023255110223,0.0531417850604451,371604,0.5622441105714675,0.2500532942238865
TikTok,#Comedy,Live Stream,India,790471,245250,99730,49881,0.3102580613330533,0.063102884229782,295131,0.3733609455628353,0.2983766479038092
YouTube,#Comedy,Live Stream,Japan,4565789,300350,4163,15057,0.0657827157584373,0.0032977870856493,315407,0.0690805028440867,1.7274001485500503
Instagram,#Fitness,Shorts,USA,1513083,352786,90781,29795,0.2331570706960556,0.019691583343412,382581,0.2528486540394677,0.5907055824842864
Twitter,#Fashion,Shorts,Japan,3829879,145994,75122,11620,0.038119742164178,0.0030340384121796,157614,0.0411537805763576,1.4447960843713252
YouTube,#Viral,Live Stream,Australia,2754577,351227,85607,43219,0.1275066915900336,0.015689886323744,394446,0.1431965779137776,1.0421543174668282
Twitter,#Fitness,Video,Canada,3497840,366736,65404,28802,0.1048464195046085,0.008234224550008,395538,0.1130806440546165,1.319536605662319
Instagram,#Viral,Tweet,Germany,4746014,29305,89872,16323,0.0061746551948645,0.0034393071743994,45628,0.0096139623692639,1.852837527319108
Twitter,#Fitness,Video,Canada,4161787,343575,2003,19921,0.0825546814385262,0.0047866457365549,363496,0.0873413271750812,1.570006144211732
YouTube,#Dance,Video,India,3873103,121317,4727,38875,0.0313229470014094,0.0100371717457552,160192,0.0413601187471647,1.465332431601558
YouTube,#Viral,Tweet,Brazil,3620241,386951,38015,31259,0.1068854255835454,0.0086345080341336,418210,0.115519933617679,1.3696657557296197
YouTube,#Tech,Video,India,3722406,295942,27878,47869,0.0795028806637427,0.0128596934348375,343811,0.0923625740985803,1.4083184039743404
YouTube,#Dance,Video,India,2975095,449386,33351,13313,0.151049294224218,0.0044748150899383,462699,0.1555241093141563,1.1255841093292993
YouTube,#Tech,Reel,Brazil,178206,37884,42111,34950,0.2125854348338439,0.1961213427157334,72834,0.4087067775495774,0.0674216594048718
TikTok,#Tech,Reel,Australia,2221223,69758,80790,38108,0.0314052213577835,0.0171563143367415,107866,0.048561535694525,0.8384381881015786
Twitter,#Fitness,Video,USA,3283134,413608,67001,12600,0.1259796280017812,0.0038377964469314,426208,0.1298174244487127,1.2385402117576996
Twitter,#Dance,Live Stream,Germany,2215064,29791,99856,25420,0.0134492727975354,0.0114759663829126,55211,0.024925239180448,0.8356179904983644
Twitter,#Fashion,Video,Brazil,2189190,105704,95438,38438,0.048284525326719,0.0175580922624349,144142,0.0658426175891539,0.8258571980850731
Instagram,#Fitness,Live Stream,UK,2085067,227030,40851,2906,0.1088837912642615,0.0013937202017968,229936,0.1102775114660584,0.8140073722021618
Instagram,#Viral,Live Stream,India,4121250,73511,93273,36056,0.0178370639975735,0.0087488019411586,109567,0.0265858659387321,1.6089304960886912
Twitter,#Fitness,Live Stream,USA,1706185,35065,44031,14777,0.0205516986727699,0.0086608427573797,49842,0.0292125414301497,0.6436468116128706
Twitter,#Education,Video,Canada,697238,308437,36985,18584,0.4423697503578405,0.0266537394691626,327021,0.4690234898270031,0.2630283443092834
TikTok,#Education,Live Stream,UK,492746,467395,66735,1125,0.9485515864157192,0.0022831235565585,468520,0.9508347099722778,0.1859953113371779
Twitter,#Viral,Post,USA,2611265,196133,74984,14125,0.0751103392417085,0.0054092556672723,210258,0.0805195949089808,0.985082152009473
Instagram,#Challenge,Reel,UK,4248915,261493,87021,28833,0.0615434763933851,0.006785967711757,290326,0.0683294441051421,1.6587707415926434
YouTube,#Dance,Post,Canada,3239323,38620,936,18479,0.0119222442467145,0.0057045870387114,57099,0.0176268312854259,1.225550946704194
Twitter,#Fashion,Live Stream,Canada,3551156,74808,24814,5993,0.0210658163144621,0.0016876194681393,80801,0.0227534357826014,1.3396497079390075
TikTok,#Tech,Post,Brazil,4569045,140232,946,8215,0.0306917528717707,0.001797968722129,148447,0.0324897215938998,1.7246633098768458
YouTube,#Tech,Post,Brazil,651443,338455,43231,38317,0.5195466065334956,0.0588186533587742,376772,0.57836525989227,0.24646402516014
TikTok,#Comedy,Post,India,3484442,290461,51999,5863,0.0833594015914169,0.0016826223538804,296324,0.0850420239452974,1.3152615640235314
TikTok,#Gaming,Live Stream,Australia,497423,158956,68044,30123,0.3195590071227104,0.060558116532609,189079,0.3801171236553195,0.1877607240876091
YouTube,#Viral,Live Stream,Japan,1128302,228488,52037,25873,0.2025060666381873,0.0229309174316805,254361,0.2254369840698678,0.4268767221633148
YouTube,#Education,Live Stream,USA,2677335,7372,39950,10623,0.0027534843417054,0.0039677515140989,17995,0.0067212358558043,1.0129309253489922
YouTube,#Education,Shorts,India,1050909,258178,5642,13315,0.2456711285182637,0.0126699837949812,271493,0.258341112313245,0.3975962013821894
Twitter,#Education,Live Stream,Canada,1015391,388747,2397,15351,0.3828544865967888,0.015118314028783,404098,0.3979728006255718,0.3830494229467522
Twitter,#Fashion,Post,Canada,1217360,423212,78276,46525,0.3476473680751791,0.0382179470329237,469737,0.3858653151081028,0.4592408692990761
TikTok,#Challenge,Tweet,Brazil,3371506,450959,9604,38602,0.1337559535708968,0.0114494828127252,489561,0.145205436383622,1.2726319607772838
YouTube,#Music,Reel,USA,2477176,11709,98546,46222,0.0047267533675443,0.0186591505811456,57931,0.0233859039486899,0.9372036663070984
Instagram,#Dance,Reel,Canada,2912775,178086,11014,25511,0.0611396348842598,0.008758314665568,203597,0.0698979495498279,1.1371434700017562
YouTube,#Music,Video,Brazil,962239,312622,27648,42018,0.3248901780119076,0.0436669060389362,354640,0.3685570840508439,0.364049190959252
TikTok,#Challenge,Post,Brazil,3069640,139491,60853,30527,0.0454421365371835,0.0099448143756271,170018,0.0553869509128106,1.158687533725398
YouTube,#Education,Tweet,USA,1106136,186803,18713,7394,0.1688788720374348,0.0066845306544584,194197,0.1755634026918932,0.4184905370608582
Instagram,#Tech,Reel,Canada,4018134,476460,96568,48685,0.1185774292246102,0.0121163206602865,525145,0.1306937498848968,1.5686741473996573
Instagram,#Tech,Video,Brazil,1135196,106116,41569,21497,0.0934781306488042,0.0189368179591894,127613,0.1124149486079936,0.4431790023507183
TikTok,#Education,Live Stream,Canada,136335,97707,63913,30021,0.7166685003850809,0.2202002420508306,127728,0.9368687424359116,0.0514619515351807
Instagram,#Dance,Shorts,Brazil,2930383,479741,220,33112,0.1637127297012028,0.011299546851043,512853,0.1750122765522459,1.1440176096863492
Twitter,#Fashion,Reel,India,963339,243870,4291,30134,0.2531507600128304,0.0312807848535147,274004,0.2844315448663451,0.3634131561655572
TikTok,#Dance,Tweet,Germany,2542362,339645,75620,27672,0.1335942717834832,0.0108843665850889,367317,0.1444786383685722,0.9596575349608326
YouTube,#Music,Shorts,USA,929670,415475,77500,1737,0.4469058913377865,0.001868404917874,417212,0.4487742962556606,0.3517271814581281
Instagram,#Fashion,Reel,Germany,2808211,93056,17427,27332,0.0331371111358797,0.009732886880651,120388,0.0428699980165308,1.0963218240465198
Twitter,#Comedy,Tweet,Canada,3737771,3185,21475,43289,0.0008521121277895,0.0115815013814382,46474,0.0124336135092278,1.410048961096863
YouTube,#Challenge,Video,USA,4446755,221164,44206,37039,0.0497360434743987,0.008329444729921,258203,0.0580654882043197,1.6823653584442206
TikTok,#Gaming,Post,UK,2013957,449783,37315,45597,0.2233329708628337,0.0226405032480832,495380,0.2459734741109169,0.7602021309857185
TikTok,#Tech,Reel,Canada,1036784,398301,83508,44951,0.3841697016929273,0.0433561860522538,443252,0.4275258877451812,0.3913516555576396
Twitter,#Education,Video,USA,3980555,275061,89641,47571,0.0691011680531986,0.0119508460503623,322632,0.0810520141035609,1.5016375915857134
TikTok,#Gaming,Video,Brazil,4198164,5801,27958,40130,0.0013817945177939,0.0095589405273352,45931,0.0109407350451292,1.5846680038489045
Instagram,#Education,Tweet,USA,3123278,298146,8587,1236,0.0954593219047423,0.0003957380675047,299382,0.0958550599722471,1.2193235600759225
TikTok,#Gaming,Video,Japan,2064157,356084,56738,25612,0.1725081958397544,0.0124079709053138,381696,0.1849161667450683,0.7791509700003962
TikTok,#Education,Post,USA,2074835,47157,47309,8648,0.0227280723527413,0.0041680422780606,55805,0.0268961146308019,0.783181561693598
TikTok,#Education,Reel,USA,4860381,322942,75521,4830,0.0664437623305662,0.0009937492554596,327772,0.0674375115860258,1.834633010338601
Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512,0.0773096717578648,0.0054201912123011,297817,0.0827298629701659,1.405385611585389
TikTok,#Gaming,Reel,Brazil,3940481,94795,68944,47811,0.0240567077978551,0.0121332903267392,142606,0.0361899981245944,1.4874011973983234
TikTok,#Fashion,Reel,UK,3402318,493021,14422,17661,0.1449073837307388,0.0051908728108307,510682,0.1500982565415696,1.284262471289639
Instagram,#Tech,Post,Germany,2836169,142049,19440,32540,0.0500848151150372,0.0114732232106055,174589,0.0615580383256427,1.1072365899087333
Instagram,#Fashion,Tweet,Australia,3207625,410976,85117,37271,0.1281247028564748,0.0116195004091812,448247,0.139744203265656,1.2522525162308735
Twitter,#Tech,Post,Australia,3036452,221744,11077,49900,0.0730273358511842,0.0164336534876889,271644,0.0894609893388731,1.145481086995563
TikTok,#Music,Reel,Japan,4172163,236621,13929,2337,0.0567142271287099,0.0005601411066633,238958,0.0572743682353733,1.5748534866532744
Twitter,#Fitness,Video,India,1588694,85453,32995,47809,0.0537882059100116,0.0300932715803043,133262,0.0838814774903159,0.599324122371547
TikTok,#Education,Reel,Germany,4698854,234921,87352,22243,0.0499953818526815,0.00473370741036,257164,0.0547290892630415,1.7736619123401185
TikTok,#Dance,Shorts,Germany,1435830,117831,84434,24859,0.082064729111385,0.0173133309653649,142690,0.09937806007675,0.5419783171801703
TikTok,#Dance,Shorts,Australia,3990883,491508,66058,37043,0.123157707204145,0.0092819057837576,528551,0.1324396129879027,1.506426284729355
Twitter,#Education,Post,Canada,778600,491963,55403,8603,0.6318558951965065,0.0110493192910351,500566,0.6429052144875418,0.2937216113855069
TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941,0.0289026962137787,0.0109519824499239,163542,0.0398546786637026,1.5489196224201385
TikTok,#Dance,Video,Australia,4149798,198160,72234,42191,0.0477517218910414,0.0101670008998028,240351,0.0579187227908442,1.566411439152014
Twitter,#Music,Video,Japan,3312891,292286,6952,23430,0.0882268689190196,0.0070723727403044,315716,0.0952992416593241,1.249765839795201
TikTok,#Music,Video,India,1154890,242791,31594,24465,0.2102286797876854,0.0211838356899791,267256,0.2314125154776645,0.4359327627422514
YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209,0.0241693809083074,0.0188729516520657,98544,0.0430423325603732,0.8661866844701843
Twitter,#Gaming,Post,India,950724,371343,52165,30174,0.3905896979565047,0.031737917629091,401517,0.4223276155855958,0.3586542322924154
Twitter,#Education,Post,Japan,4641254,378649,39504,22534,0.0815833393302758,0.0048551533701883,401183,0.0864384927004641,1.7508818439884786
YouTube,#Challenge,Reel,USA,633478,356209,80366,48809,0.5623068204420675,0.0770492424362014,405018,0.6393560628782688,0.2396672275707854
Twitter,#Fashion,Reel,Australia,513065,249364,19912,7312,0.4860280861099471,0.0142516055470554,256676,0.5002796916570025,0.1935503192210443
Twitter,#Gaming,Tweet,Japan,2165655,124165,5295,34518,0.0573336935015041,0.0159388268214466,158683,0.0732725203229508,0.8169787776844079
Instagram,#Education,Video,USA,4029746,268583,97064,12067,0.0666501064831381,0.0029944815380423,280650,0.0696445880211805,1.573207456691882
YouTube,#Music,Video,Japan,505913,272303,96744,360,0.5382407647164631,0.0007115847981767,272663,0.5389523495146399,0.1914048571568685
TikTok,#Challenge,Reel,USA,4486868,94546,72083,47825,0.0210717141667639,0.0106588827663305,142371,0.0317305969330945,1.6936442113965835
Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,0.0687652244907324,0.0108629250907255,333168,0.0796281495814579,1.6334467514222375
Twitter,#Fitness,Post,Germany,2435410,326186,1739,5729,0.1339347378880763,0.0023523759859736,331915,0.1362871138740499,0.9187420364556608
Instagram,#Education,Video,USA,1171718,339285,76401,22897,0.2895619935854873,0.0195413913586716,362182,0.3091033849441589,0.4574371423757474
Twitter,#Comedy,Shorts,Brazil,4098970,468202,10925,38510,0.1142243051303132,0.0093950431449852,506712,0.1236193482752984,1.5463088536101353
YouTube,#Viral,Video,Australia,1538823,307662,59624,8124,0.1999333256651349,0.0052793596144585,315786,0.2052126852795935,0.5821913975420753
Twitter,#Fitness,Video,USA,2595660,434540,40012,13478,0.167410215513588,0.0051925136574127,448018,0.1726027291710008,0.9791952707537952
TikTok,#Gaming,Shorts,Australia,3521130,260136,65723,32176,0.0738785560317284,0.0091379755930624,292312,0.0830165316247909,1.329110070114577
Instagram,#Gaming,Tweet,India,3589308,407373,70852,20849,0.1134962505307429,0.0058086405513263,428222,0.1193048910820693,1.4012610496949005
YouTube,#Comedy,Tweet,UK,1035365,326981,34821,2572,0.3158122980784554,0.00248414810236,329553,0.3182964461808155,0.3917153540830562
Instagram,#Education,Reel,UK,2315963,306373,6915,33050,0.1322875192738398,0.0142705215929615,339423,0.1465580408668014,0.904148862241566
YouTube,#Education,Reel,Canada,2676777,488199,52014,45422,0.1823831421145653,0.0169689144818563,533621,0.1993520565964217,1.0127198141296847
Instagram,#Viral,Video,Canada,2950546,305105,99587,34102,0.1034062848028805,0.0115578608162692,339207,0.1149641456191498,1.1518892179587512
TikTok,#Fashion,Tweet,USA,3368170,17758,93392,19981,0.0052722992010498,0.0059323015168474,37739,0.0112046007178972,1.271372731156707
YouTube,#Fashion,Reel,Japan,4736019,308046,88779,33858,0.0650432356795865,0.0071490422652442,341904,0.0721922779448308,1.7918042038595874
TikTok,#Gaming,Reel,Japan,2258063,241357,49321,14634,0.1068867431953847,0.0064807757799494,255991,0.1133675189753341,0.8523440691633459
YouTube,#Comedy,Live Stream,Germany,4989820,166706,39793,15510,0.0334092211743108,0.0031083285569419,182216,0.0365175497312528,1.8878261367833715
YouTube,#Tech,Post,Germany,4766161,384232,67245,8995,0.0806166640195327,0.001887263145328,393227,0.0825039271648607,1.803207993057379
TikTok,#Challenge,Reel,UK,4706101,198755,73600,39098,0.0422334752271572,0.0083079389923845,237853,0.0505414142195418,1.776397415056042
Twitter,#Fashion,Live Stream,Canada,1726804,328441,44676,1323,0.1902016673577314,0.0007661552787693,329764,0.1909678226365007,0.6514251906331092
YouTube,#Dance,Tweet,Canada,3218932,135138,58808,4020,0.0419822475280621,0.0012488614236026,139158,0.0432311089516647,1.2178363071470255
Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612,0.3406583171553061,0.0084494416033855,479776,0.3491077587586917,0.5365217614390585
Twitter,#Gaming,Shorts,Japan,2307722,112883,48860,26500,0.0489153372893268,0.0114831855830121,139383,0.060398522872339,0.8705725975722898
TikTok,#Fitness,Post,USA,3943560,361857,53708,10889,0.0917589690533426,0.0027612106827333,372746,0.094520179736076,1.4885634180223513
YouTube,#Viral,Tweet,USA,4397362,416040,26255,37205,0.0946112692109496,0.0084607544250393,453245,0.103072023635989,1.6636782321803192
Instagram,#Tech,Reel,India,2904623,210629,93645,25652,0.0725150905986766,0.0088314387099461,236281,0.0813465293086228,1.1339609400887165
YouTube,#Dance,Reel,USA,4648895,334635,14885,39943,0.0719816214390731,0.0085919342123235,374578,0.0805735556513967,1.7588421001482082
YouTube,#Education,Tweet,Japan,2182075,401349,79190,49849,0.1839299749092034,0.022844769313612,451198,0.2067747442228154,0.8255564764704089
YouTube,#Tech,Tweet,Germany,3686801,289690,37216,29859,0.0785748946037499,0.0080988911525194,319549,0.0866737857562694,1.3948477678391349
Instagram,#Music,Video,UK,436676,411915,89675,24765,0.9432966318277166,0.0567125282818382,436680,1.0000091601095549,0.1704777272211162
Instagram,#Challenge,Tweet,Germany,1021135,442784,49480,32668,0.4336194528637251,0.0319918522036753,475452,0.4656113050674005,0.3986497402786838
Twitter,#Music,Tweet,USA,2616896,411249,93026,8004,0.1571514496563868,0.0030585854386265,419253,0.1602100350950133,0.9872064088727042
YouTube,#Dance,Post,USA,2286789,161388,40096,47798,0.0705740669558931,0.0209017972362119,209186,0.0914758641921051,0.8651735019517156
Twitter,#Tech,Tweet,Canada,803980,242545,76839,34020,0.3016803900594542,0.042314485434961,276565,0.3439948754944152,0.3032960456225531
YouTube,#Fitness,Reel,Japan,1658169,328783,1574,11658,0.1982807542536376,0.0070306464540104,340441,0.205311400707648,0.6273442283296685
Twitter,#Dance,Post,Japan,723296,216935,93964,23402,0.2999256182807592,0.0323546653099146,240337,0.3322802835906738,0.2728585494845769
TikTok,#Tech,Tweet,Japan,3206060,426226,17467,29795,0.1329438625602765,0.0092933382407066,456021,0.1422372008009831,1.2101815699481533
TikTok,#Tech,Post,Japan,1655182,289945,93775,32084,0.1751740896167309,0.0193839710678342,322029,0.1945580606845652,0.6247764394022334
TikTok,#Viral,Video,Australia,1476674,464620,19688,29990,0.3146395209775482,0.0203091542209045,494610,0.3349486751984527,0.5573955757601602
Twitter,#Viral,Shorts,Brazil,1771174,91099,97414,3140,0.0514342464376735,0.0017728354187674,94239,0.0532070818564409,0.6681634746007113
TikTok,#Challenge,Reel,Australia,3327212,134040,6283,36793,0.0402859811758313,0.0110582072918707,170833,0.051344188467702,1.2559124413486755
TikTok,#Gaming,Post,India,690673,437322,28171,24122,0.6331824177287949,0.0349253554142119,461444,0.6681077731430068,0.2607062049558651
YouTube,#Gaming,Tweet,Australia,3569008,137418,23331,49305,0.0385031358853776,0.0138147630938344,186723,0.0523178989792121,1.350282492111729
TikTok,#Dance,Tweet,Brazil,3099684,153065,41200,7632,0.0493808401114436,0.0024621864680399,160697,0.0518430265794835,1.1700281496488436
Twitter,#Music,Reel,Japan,3710671,76950,26333,7103,0.0207374892573337,0.0019142090473663,84053,0.0226516983047001,1.3998256684324046
Instagram,#Education,Post,Canada,3188483,368317,49091,21981,0.1155148075119108,0.0068938739833331,390298,0.1224086814952439,1.2447795049949308
TikTok,#Comedy,Live Stream,USA,2801347,499380,60311,12282,0.1782642421663578,0.0043843194006311,511662,0.182648561566989,1.0574158033316747
TikTok,#Challenge,Live Stream,USA,2248578,93218,59577,14331,0.0414564226813568,0.0063733612976734,107549,0.0478297839790303,0.8487637954969273
