Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,Total_Engagement,Engagement_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
TikTok,#Fashion,Live Stream,UK,2133430,479806,15065,12873,High,0.22489887176987292,0.007061398780367764,0.006033945336851924,507744,0.2379942158870926,492679,0.23093281710672486,0.8052992354399133
TikTok,#Gaming,Video,Japan,3067711,211685,55025,91,High,0.0690042184547371,0.017936826513318887,2.9663811226024876e-05,266801,0.08697070877928201,211776,0.06903388226596312,1.1579594000509097
TikTok,#Tech,Live Stream,India,2412395,496981,33360,46462,High,0.20601145334822862,0.01382858114031906,0.019259698349565472,576803,0.23909973283811317,543443,0.2252711516977941,0.9105992927253623
Instagram,#Dance,Video,UK,712815,321009,10779,9754,Low,0.45033984975063657,0.01512173565371099,0.013683774892503666,341542,0.47914536029685123,330763,0.46402362464314023,0.27828202403869223
Twitter,#Education,Tweet,UK,1582056,494486,84288,37093,Medium,0.3125591003099764,0.053277507243738524,0.02344607270539096,615867,0.3892826802591059,531579,0.33600517301536736,0.5968199815336623
YouTube,#Fitness,Shorts,India,4995243,198754,50261,36892,Medium,0.03978865492629688,0.010061772770613962,0.007385426494767122,285907,0.05723585419167796,235646,0.047174081421064,1.8898778503000466
TikTok,#Fashion,Shorts,Japan,3678890,73518,35146,5294,Medium,0.019983745097026547,0.009553425082022024,0.0014390210090543616,113958,0.030976191188102933,78812,0.02142276610608091,1.3886592502531336
Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,High,0.04347996147283297,0.008123240709010103,0.0023206084341071214,121320,0.053923810615950196,103044,0.04580056990694009,0.8783349217472071
Instagram,#Dance,Shorts,Australia,1684281,409446,92094,7598,High,0.24309839035172873,0.05467852454548855,0.004511123737666102,509138,0.30228803863488335,417044,0.24760951408939483,0.6575410530501078
TikTok,#Music,Reel,UK,1873057,21326,82659,29430,High,0.011385665252045186,0.04413053099825579,0.01571228211421222,133415,0.0712284783645132,50756,0.027097947366257407,0.7070170429943227
YouTube,#Gaming,Post,Australia,4400045,264695,92687,40287,Low,0.06015733929993898,0.021065011835106232,0.00915604272229034,397669,0.09037839385733555,304982,0.06931338202222932,1.6646933063763802
Twitter,#Tech,Video,Germany,4295904,96005,37813,34742,High,0.02234803198581719,0.008802105447421544,0.008087238448531438,168560,0.03923737588177017,130747,0.030435270434348627,1.6206008800891918
TikTok,#Education,Live Stream,India,1325071,32968,51401,6451,High,0.024880176232066054,0.03879112892818574,0.0048684183715438645,90820,0.06853972353179566,39419,0.02974859460360992,0.5001704594027465
YouTube,#Challenge,Tweet,Brazil,655188,203395,52047,33016,High,0.31043761485253085,0.07943826810014835,0.050391643314590624,288458,0.44026752626726984,236411,0.3608292581671215,0.24788089167681873
Twitter,#Education,Reel,India,3918763,377071,94228,18967,Low,0.09622194554761286,0.024045342879883268,0.004840047739554548,490266,0.12510733616705066,396038,0.1010619932871674,1.4783269753376616
Instagram,#Challenge,Post,Germany,990310,94516,53191,6975,Medium,0.09544082156092537,0.05371146408700306,0.0070432490836202805,154682,0.1561955347315487,101491,0.10248407064454565,0.3866157014453362
Twitter,#Challenge,Live Stream,India,239932,144696,32439,22126,Low,0.6030708700798559,0.135200806895287,0.09221779504192855,199261,0.8304894720170715,166822,0.6952886651217846,0.09051273267781589
TikTok,#Viral,Reel,India,1093638,160508,65534,14746,High,0.1467652001850704,0.059922936108657524,0.013483437846892665,240788,0.22017157414062058,175254,0.16024863803196304,0.41281215940904364
Instagram,#Viral,Shorts,India,4459322,130429,41640,43576,High,0.02924861671796744,0.009337742374289186,0.009771889089866127,215645,0.048358248182122754,174005,0.03902050580783357,1.7409133533950172
Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,Medium,0.09546255857670927,0.0159825329848881,0.0031106376766052908,556310,0.11455572923820265,478695,0.09857319625331455,1.8958692201141036
TikTok,#Fitness,Tweet,Brazil,3716784,8333,58793,1796,Low,0.0022419920016874804,0.01581824502042626,0.00048321344474147544,68922,0.018543450466855217,10129,0.002725205446428956,1.4029629814408267
Twitter,#Tech,Post,UK,2121741,241186,76623,19400,Medium,0.11367362934495776,0.03611326735921114,0.009143434566235936,337209,0.15893033127040482,260586,0.12281706391119368,0.8004125166487244
Twitter,#Comedy,Post,India,1491502,426504,12495,12223,Low,0.285956036264115,0.008377461109673336,0.008195094609326705,451222,0.302528591983115,438727,0.2941511308734417,0.5626590943035016
TikTok,#Music,Post,USA,863776,360210,45845,199,Medium,0.41701783795798913,0.05307510280443078,0.00023038380320823917,406254,0.47032332456562814,360409,0.41724822176119736,0.3260468599351029
Instagram,#Comedy,Post,Germany,671118,362241,15395,711,High,0.5397575389126801,0.02293933406643839,0.0010594262111878984,378347,0.5637562991903063,362952,0.5408169651238679,0.262003570924853
Twitter,#Fashion,Reel,India,1732622,439661,38668,776,High,0.25375471395376487,0.02231762034650374,0.0004478761091571041,479105,0.2765202104094257,440437,0.25420259006292195,0.6536199919881579
YouTube,#Fitness,Post,Australia,3944670,372509,62062,992,Low,0.09443350140822933,0.015733128499975917,0.0002514785774221925,435563,0.11041810848562744,373501,0.09468497998565152,1.492408769652064
Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087,Medium,0.046767855687310365,0.01987969529096188,0.005810631384567516,350243,0.07245818236283977,254150,0.052578487071877886,1.8234906109889812
YouTube,#Music,Post,India,1026032,380810,37630,25608,Medium,0.3711482682801316,0.036675269387309556,0.02495828590141438,444048,0.43278182356885553,406418,0.396106554181546,0.38818434868915436
YouTube,#Dance,Shorts,Brazil,4106517,307295,68183,5092,High,0.07483105512530448,0.01660360836202553,0.001239980255773932,380570,0.09267464374310395,312387,0.07607103538107841,1.5536412383102478
YouTube,#Tech,Post,Canada,2479066,402001,44542,16506,High,0.16215824830803213,0.017967250569367658,0.006658152707511619,463049,0.18678365158491142,418507,0.16881640101554377,0.9379187204370109
Twitter,#Challenge,Post,USA,4289404,303500,69530,26484,High,0.07075575068237919,0.01620971118598295,0.006174284352791204,399514,0.09313974622115334,329984,0.07693003503517039,1.6181487988228087
Instagram,#Comedy,Tweet,Germany,4751448,53228,671,10009,High,0.01120247974933115,0.00014122010805969043,0.002106515740043877,63908,0.01345021559743472,63237,0.013308995489375029,1.8549589536620248
YouTube,#Gaming,Tweet,USA,3416751,64162,48379,32333,High,0.01877865843896731,0.014159357822680085,0.009463083496573207,144874,0.0424010997582206,96495,0.028241741935540517,1.2926782610756944
Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368,Low,0.0844482385262925,0.006003387176910511,0.002192971787697149,438008,0.09264459749090016,409625,0.08664121031398965,1.8457389084024247
Twitter,#Fitness,Post,Brazil,3130764,471908,48103,21747,Medium,0.15073253685043012,0.01536462026521322,0.0069462278217074175,541758,0.17304338493735075,493655,0.15767876467213754,1.1810596544409648
Instagram,#Challenge,Post,Germany,735519,381334,90166,35476,Medium,0.5184556755162001,0.12258826760423593,0.04823260853900443,506976,0.6892765516594405,416810,0.5666882840552045,0.2871456353175998
TikTok,#Dance,Post,Brazil,515113,69782,39001,16271,Low,0.1354693047933172,0.07571348422579123,0.03158724396394578,125054,0.2427700329830542,86053,0.16705654875726297,0.1944381137722635
TikTok,#Music,Shorts,Germany,4632593,82688,35928,8999,Medium,0.017849182952182505,0.007755483807880381,0.0019425406030704618,127615,0.027547207363133347,91687,0.019791723555252966,1.7486505772414818
YouTube,#Education,Shorts,USA,1763821,229796,94518,13069,Medium,0.1302830616031899,0.053587070343305815,0.007409482027938209,337383,0.1912796139744339,242865,0.1376925436311281,0.6673161325273022
YouTube,#Tech,Tweet,USA,2579953,129665,13366,22743,Low,0.05025866750285761,0.00518071453239652,0.008815276867446811,165774,0.06425465890270093,152408,0.05907394437030442,0.9760878558891242
Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High,0.08903271729189116,0.02910703983716825,0.0016665313645277302,388132,0.11980628849358714,293835,0.09069924865641889,1.264760108644265
TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358,Low,0.16062097175946213,0.027197589115762255,0.017830919474746878,569261,0.20564948034997127,493975,0.17845189123420901,1.044871067956898
Twitter,#Gaming,Shorts,USA,829927,186967,80175,49580,High,0.22528125967705592,0.09660488211613792,0.05974019401706415,316722,0.381626335810258,236547,0.2850214536941201,0.31308437679468226
Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189,High,0.08616850738969965,0.009289723076524493,0.004142895233695001,461331,0.09960112569991915,418303,0.09031140262339465,1.8082426782714367
Instagram,#Education,Tweet,Canada,3923269,38803,3269,25920,High,0.009890476538825148,0.0008332337140277661,0.006606735352584796,67992,0.01733044560543771,64723,0.016497211891409944,1.5316389780914488
Instagram,#Comedy,Tweet,Germany,1684045,237632,16203,33795,Low,0.1411078682576772,0.009621476860772723,0.020067753533902003,287630,0.17079709865235193,271427,0.1611756217915792,0.6574489189652848
TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,High,0.0035266110825491206,0.019108791380736304,0.0033985291816617117,116468,0.026033931644947137,30981,0.006925140264210832,1.6886737270909007
YouTube,#Fitness,Live Stream,UK,3822229,385332,48139,6985,Low,0.10081342588316922,0.012594483480712432,0.0018274676896648527,440456,0.1152353770535465,392317,0.10264089357283407,1.4460849904347992
Twitter,#Fitness,Tweet,Australia,4253475,394052,7337,4553,High,0.09264236888661624,0.0017249425469762958,0.0010704188927876618,405942,0.0954377303263802,398605,0.0937127877794039,1.6045948253120588
YouTube,#Fashion,Tweet,Japan,2829354,130736,42112,46374,Medium,0.046207014039247124,0.014883962911675245,0.016390313831355145,219222,0.07748129078227751,177110,0.06259732787060227,1.0704451125316303
Twitter,#Music,Tweet,Japan,4577129,120208,84673,8875,High,0.026262751170001982,0.01849915088694245,0.001938988392068478,213756,0.046700890449012905,129083,0.02820173956207046,1.726691119187431
YouTube,#Comedy,Video,UK,1194963,103244,46147,35429,High,0.0863993278452973,0.03861793210333709,0.029648616735413566,184820,0.15466587668404796,138673,0.11604794458071087,0.45209694616019575
Twitter,#Education,Post,Brazil,4558750,161524,66774,20755,High,0.0354316424458459,0.014647436248971758,0.004552783109404991,249053,0.05463186180422265,182279,0.03998442555525089,1.7197577650959153
YouTube,#Tech,Live Stream,USA,2624457,270811,8063,43610,Medium,0.10318744029717386,0.0030722545654205805,0.016616770631029582,322484,0.12287646549362402,314421,0.11980421092820344,0.9929252998032148
YouTube,#Gaming,Video,UK,3810909,73215,60036,6135,High,0.01921195179417824,0.015753721749850232,0.0016098521376396026,139386,0.036575525681668074,79350,0.02082180393181784,1.441802232365693
Instagram,#Tech,Shorts,Brazil,2804201,214403,58405,45421,High,0.07645778601462591,0.02082767961355124,0.016197483703914235,318229,0.11348294933209138,259824,0.09265526971854014,1.0947563254018573
TikTok,#Challenge,Reel,Canada,3678271,388515,29923,39653,Medium,0.1056243544861159,0.008135072157543584,0.010780336739734511,458091,0.124539763383394,428168,0.11640469122585041,1.3884255982342075
Instagram,#Gaming,Shorts,India,3433826,11737,47228,22379,Medium,0.0034180532152764875,0.013753754558326484,0.006517220150351241,81344,0.023689027923954213,34116,0.00993527336562773,1.3405610845404299
Instagram,#Challenge,Live Stream,USA,807398,175697,86610,31176,Low,0.2176089115900708,0.10727051590417613,0.038612926957956296,293483,0.36349235445220324,206873,0.2562218385480271,0.3152071009235104
TikTok,#Viral,Tweet,UK,344152,155459,92731,12480,Low,0.45171610218740554,0.2694478021339408,0.036263046560821965,260670,0.7574269508821684,167939,0.4879791487482275,0.12990599291990695
Twitter,#Fitness,Post,Brazil,1595568,145000,70495,40154,Low,0.0908767285380504,0.044181758470964574,0.025165959708392246,255649,0.1602244467174072,185154,0.11604268824644265,0.601917292621565
YouTube,#Fitness,Reel,India,2632783,220230,80297,29046,Medium,0.08364912717835082,0.030498905530763454,0.01103243222096162,329573,0.1251804649300759,249276,0.09468155939931244,0.996075321330015
TikTok,#Dance,Post,Germany,2252242,248785,7800,26183,Low,0.11046104281866691,0.0034632157645581602,0.011625304918387988,282768,0.12554956350161306,274968,0.1220863477370549,0.8501468342648512
Twitter,#Gaming,Post,India,2532021,335223,14017,24606,Low,0.1323934517130782,0.005535894054591174,0.009717928879736779,373846,0.14764727464740615,359829,0.142111380592815,0.9551878861828187
YouTube,#Challenge,Video,UK,4138006,417828,36755,20440,High,0.10097327070091247,0.008882297415711818,0.004939577177993459,475023,0.11479514529461775,438268,0.10591284787890592,1.5655546454514215
Instagram,#Tech,Shorts,India,4854421,486650,86108,46638,Medium,0.10024882473110594,0.017738057741592664,0.009607324951832566,619396,0.12759420742453118,533288,0.1098561496829385,1.8951594753420347
Twitter,#Viral,Video,Brazil,4066022,295418,61929,8393,Low,0.07265528814157916,0.015230857088328593,0.0020641796822545477,365740,0.0899503249121623,303811,0.07471946782383371,1.5338794422924757
YouTube,#Music,Live Stream,Brazil,2007848,280952,42850,13703,High,0.1399269267394743,0.021341256907893427,0.006824719799506736,337505,0.16809290344687447,294655,0.14675164653898104,0.7596402140935382
TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123,High,0.09145807152646544,0.005836090138923565,0.0021109606826341955,429602,0.0994051223480232,404380,0.09356903220909965,1.6313097029096344
YouTube,#Dance,Live Stream,USA,111610,3213,71922,12065,Low,0.028787743033778335,0.644404623241645,0.10809963264940417,87200,0.7812919989248275,15278,0.13688737568318252,0.0422260272166916
Instagram,#Gaming,Video,Germany,2048086,191738,99853,42598,Low,0.09361813908205027,0.048754300356527995,0.020798931294877265,334189,0.16317137073345553,234336,0.11441707037692753,0.7995700391901251
Twitter,#Music,Post,USA,4894673,140903,8150,24491,Medium,0.028787009877881527,0.0016650754810382635,0.0050036028964549825,173544,0.03545568825537477,165394,0.03379061277433651,1.8464824566724034
Instagram,#Gaming,Reel,USA,991012,355863,94626,26180,High,0.35909050546310234,0.09548421209833988,0.026417439950273056,476669,0.4809921575117153,382043,0.3855079454133754,0.38688976130781827
YouTube,#Tech,Post,Australia,1469953,306082,51502,1668,High,0.20822570517560765,0.03503649436410552,0.0011347301580390665,359252,0.24439692969775223,307750,0.20936043533364673,0.5561354303848891
Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464,High,0.028490345585807028,0.0011245020211774247,0.005990376938093864,68139,0.03560522454507832,65987,0.03448072252390089,0.7471199786139612
YouTube,#Fitness,Reel,Canada,2911881,44708,57294,21899,Low,0.0153536494108104,0.01967594142755147,0.007520568319927909,123901,0.04255015915828978,66607,0.02287421773073831,1.1016680078645924
YouTube,#Comedy,Reel,Canada,2206955,316622,64570,9555,Medium,0.14346554415472904,0.02925750638322938,0.0043294947110385125,390747,0.1770525452489969,326177,0.14779503886576753,0.8349694641699993
YouTube,#Challenge,Live Stream,Australia,4574924,197709,97880,18735,Medium,0.04321579986902515,0.021394890931521485,0.004095149995934359,314324,0.068705840796481,216444,0.047310949864959505,1.7308562435112949
YouTube,#Gaming,Shorts,USA,4910553,499704,34160,9319,Low,0.10176124766395964,0.006956446656822561,0.001897749601725101,543183,0.1106154439225073,509023,0.10365899726568474,1.857836615240629
YouTube,#Tech,Reel,UK,3101726,490,80829,593,High,0.0001579765588578746,0.02605936178759826,0.00019118387633208092,81912,0.026408522222788215,1083,0.0003491604351899555,1.173493114368963
Instagram,#Comedy,Shorts,USA,1664101,117775,50763,42936,High,0.07077394941773366,0.030504759026044694,0.025801318549775524,211474,0.1270800269935539,160711,0.09657526796750919,0.6496628080004094
TikTok,#Education,Tweet,Brazil,2417241,419969,78050,42955,Low,0.17373898589342146,0.03228887810524478,0.017770259564520045,540974,0.2237981235631863,462924,0.1915092454579415,0.9124284973840302
TikTok,#Viral,Post,Japan,2758290,30695,65435,16736,Low,0.011128271501546248,0.02372303129837689,0.006067527344840463,112866,0.0409188301447636,47431,0.01719579884638671,1.041163210474006
Twitter,#Gaming,Post,Brazil,271748,215421,41229,16581,Low,0.7927234055080442,0.1517177679320547,0.06101608843487349,273231,1.0054572618749724,232002,0.8537394939429177,0.10251510461185298
YouTube,#Viral,Shorts,India,1151377,488602,78927,10780,High,0.4243631755715113,0.0685500926282182,0.00936270222524855,578309,0.5022759704249781,499382,0.43372587779675986,0.43560681425206277
Twitter,#Tech,Video,Germany,1188499,97329,81880,35799,Low,0.08189237012399674,0.06889362128196995,0.03012118647133906,215008,0.18090717787730576,133128,0.1120135565953358,0.4483532512330639
YouTube,#Fitness,Live Stream,Japan,1797416,432818,87238,33875,Low,0.24080012640368173,0.04853523057544831,0.018846499641707874,553931,0.3081818566208379,466693,0.25964662604538963,0.6800263142703786
YouTube,#Gaming,Video,India,4334449,298421,27429,47285,Medium,0.068848658733786,0.006328139978114865,0.010909114399546517,373135,0.08608591311144738,345706,0.07975777313333252,1.6398760097066722
YouTube,#Viral,Reel,Brazil,4938299,139325,25425,21859,Medium,0.02821315598751716,0.0051485339385079765,0.004426422944418716,186609,0.037788112870443855,161184,0.03263957893193588,1.8683339125361609
YouTube,#Fashion,Tweet,Germany,4629556,8738,79929,19204,Low,0.0018874380178142353,0.017264938581583202,0.004148129971859073,107871,0.02330050657125651,27942,0.006035567989673308,1.7515254695564726
Twitter,#Viral,Post,Japan,4774320,416290,52552,21456,High,0.08719356892709328,0.011007221970877529,0.00449404313074951,490298,0.10269483402872032,437746,0.09168761205784279,1.8010800971873278
TikTok,#Gaming,Video,Japan,2497597,321619,36084,47880,Low,0.12877137504569391,0.014447486924431764,0.019170426614061434,405583,0.1623892885841871,369499,0.14794180165975535,0.9427602286163695
YouTube,#Comedy,Shorts,Brazil,1882126,475800,43114,27910,Low,0.25279922810693867,0.022907074234137355,0.014828975318336816,546824,0.29053527765941284,503710,0.26762820342527543,0.7120751160401657
YouTube,#Comedy,Reel,Brazil,1194460,216370,38625,17650,Medium,0.18114461765149106,0.032336788172061016,0.014776551747233059,272645,0.22825795757078512,234020,0.19592116939872412,0.4519066433944042
Twitter,#Comedy,Tweet,UK,1622856,192496,43325,17806,Low,0.1186155764898426,0.02669676175828293,0.010972014769024485,253627,0.15628435301715002,210302,0.1295875912588671,0.6122115070211125
Twitter,#Gaming,Tweet,India,1301521,96995,8034,37607,Medium,0.0745243449779143,0.006172777849915599,0.028894654792354483,142636,0.10959177762018438,134602,0.10341899977026879,0.49099004029293136
YouTube,#Dance,Reel,Australia,4530295,353065,91917,19537,High,0.07793421841182528,0.020289407201959254,0.0043125226944382205,464519,0.10253614830822276,372602,0.0822467411062635,1.7139715076573954
Instagram,#Tech,Reel,UK,3642505,472553,83616,25351,Low,0.1297329722265309,0.02295563080901742,0.006959770817061336,581520,0.1596483738526097,497904,0.13669274304359225,1.4220290874505401
YouTube,#Education,Reel,USA,558319,94611,39828,27525,Low,0.16945688754994903,0.07133556264429475,0.04929977306880117,161964,0.29009222326304496,122136,0.2187566606187502,0.21123190833792707
Instagram,#Challenge,Reel,Australia,797275,354616,31544,29280,High,0.44478504907340627,0.03956476748926029,0.03672509485434762,415440,0.5210749114170142,383896,0.48151014392775393,0.3112550952427325
Instagram,#Tech,Reel,Canada,1146819,153532,13633,27160,Medium,0.13387640072234588,0.01188766492358428,0.023682900265865843,194325,0.16944696591179603,180692,0.15755930098821175,0.4477166060282528
TikTok,#Gaming,Reel,Canada,3317315,70605,61789,43169,Low,0.021283779200950165,0.018626208243715175,0.013013235101279197,175563,0.05292322254594454,113774,0.03429701430222936,1.252176651314248
YouTube,#Tech,Post,Canada,2514764,100963,79384,29464,Medium,0.04014810137253436,0.031567176880216194,0.011716407583375617,209811,0.08343168583612617,130427,0.05186450895590998,0.9514245417754345
Instagram,#Fitness,Reel,India,4956932,128560,68871,43838,Medium,0.025935397136777345,0.013893876292835972,0.008843776755460837,241269,0.04867305018507415,172398,0.03477917389223818,1.9351796328390436
Twitter,#Tech,Tweet,India,2131247,184490,46526,35734,High,0.0865643447240043,0.02183041196069719,0.016766709818242558,266750,0.12516146650294405,220224,0.10333105454224686,0.8039985911899916
Instagram,#Viral,Video,UK,1131722,340105,73373,11857,Medium,0.3005199156683355,0.06483305970900981,0.01047695458778746,425335,0.37582992996513276,351962,0.310996870256123,0.4418227573902301
YouTube,#Tech,Reel,USA,2833025,156803,67252,2601,Low,0.05534825848695299,0.023738583316419728,0.0009180999108726538,226656,0.08000494171424537,159404,0.05626635839782564,1.071833982219942
TikTok,#Fashion,Video,Australia,3587576,363800,86707,9705,High,0.10140551726290956,0.02416868660064623,0.0027051691727227522,460212,0.12827937303627854,373505,0.1041106864356323,1.3541912365920525
Twitter,#Gaming,Post,USA,1942883,174956,57853,15443,Low,0.0900496838975893,0.029776883116482054,0.007948497156030496,248252,0.12777506417010184,190399,0.0979981810536198,0.732939539549843
Twitter,#Dance,Post,India,295323,249791,34311,31083,High,0.8458230479847489,0.11618126593594133,0.1052508609217704,315185,1.0672551748424606,280874,0.9510739089065193,0.1114086147433882
Twitter,#Challenge,Video,UK,720247,6093,2414,30680,Medium,0.008459597887946774,0.0033516279831779933,0.04259649814577499,39187,0.05440772401689976,36773,0.051056096033721764,0.27170833474900746
YouTube,#Dance,Video,Japan,841094,337567,10161,19041,High,0.40134277500493404,0.012080694904493433,0.022638373356604614,366769,0.4360618432660321,356608,0.42398114836153866,0.31821573457392716
Instagram,#Comedy,Tweet,UK,2851192,57367,19782,37567,Low,0.020120356678890793,0.006938150780445512,0.013175892749418489,114716,0.040234400208754795,94934,0.033296249428309284,1.1131015490455827
YouTube,#Challenge,Reel,Germany,416547,247208,58688,23164,Low,0.5934696444818952,0.1408916640859255,0.05560957106881096,329060,0.7899708796366316,270372,0.6490792155507061,0.15759452521307443
YouTube,#Education,Post,Japan,238276,86411,87917,20519,Low,0.3626508754553543,0.3689712770064967,0.08611442193087009,194847,0.8177365743927211,106930,0.4487652973862244,0.09014827399950191
Twitter,#Fitness,Reel,USA,3675226,477204,2549,30839,High,0.129843443641289,0.0006935627904243168,0.00839104860490212,510592,0.13892805503661543,508043,0.1382344922461911,1.3864542806651825
TikTok,#Challenge,Tweet,India,543860,495293,51511,22273,High,0.9106994447100357,0.09471371308792705,0.040953554223513405,569077,1.0463667120214761,517566,0.951652998933549,0.20528915511001125
YouTube,#Education,Live Stream,Japan,4025654,427509,7469,31997,Low,0.10619616092192721,0.0018553507082327493,0.007948273746327925,466975,0.11599978537648789,459506,0.11414443466825515,1.5230478932800235
Instagram,#Viral,Live Stream,Japan,3830274,264013,37812,25236,Low,0.06892796703316786,0.009871878617561041,0.006588562593694341,327061,0.08538840824442324,289249,0.0755165296268622,1.4953338542858636
Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460,Medium,0.11013731041786975,0.01021119104454581,0.005017336229329206,536211,0.12536583769174478,492536,0.11515464664719896,1.6698014558582148
Instagram,#Music,Reel,Australia,1586403,28598,85817,46074,Medium,0.0180269452339664,0.054095333909479494,0.029043061567584023,160489,0.10116534071102992,74672,0.04707000680155043,0.6193296125657478
TikTok,#Dance,Shorts,Australia,914452,339941,5979,34553,High,0.371742858017698,0.006538342089032557,0.03778547151736778,380473,0.4160666716240984,374494,0.4095283295350658,0.3451753732001986
Twitter,#Challenge,Reel,Japan,1124083,331967,1699,22789,Low,0.2953224984276072,0.001511454225355245,0.02027341397387915,356455,0.31710736662684164,354756,0.3155959124014864,0.42405274863993675
YouTube,#Challenge,Shorts,USA,2656928,243831,52757,9603,Low,0.09177177552421444,0.019856390538245672,0.003614324513121921,306191,0.11524249057558203,253434,0.09538610003733636,1.0052102324235281
TikTok,#Comedy,Reel,India,4174343,92667,67770,33150,High,0.02219918200301221,0.01623489013720243,0.00794136945622341,193587,0.04637544159643805,125817,0.03014055145923562,1.5756763645228362
Instagram,#Music,Post,UK,2150898,109954,6366,25896,Low,0.05112004381425805,0.0029596940440690354,0.012039622520454247,142216,0.06611936037878133,135850,0.06315966633471229,0.8397077066851498
YouTube,#Dance,Post,Japan,4242231,207880,83865,28311,Medium,0.04900251777897054,0.019769079052979435,0.006673611125843925,320056,0.0754452079577939,236191,0.05567612890481447,1.6049866648641953
TikTok,#Comedy,Tweet,Japan,1418648,351250,22389,24313,Medium,0.2475948931658875,0.015781927581753896,0.01713814843428391,397952,0.2805149691819253,375563,0.2647330416001714,0.5354926806871386
TikTok,#Dance,Shorts,Germany,3545754,223054,61984,32043,Medium,0.06290735341481671,0.017481190178450057,0.009037005951343494,317081,0.08942554954461025,255097,0.0719443593661602,1.3384048153714978
Twitter,#Tech,Live Stream,Germany,2651800,219881,16104,23971,High,0.08291764084772607,0.006072856173165397,0.009039520325816426,259956,0.0980300173467079,243852,0.0919571611735425,1.000373708029909
Instagram,#Music,Shorts,Germany,3985221,262934,82583,19181,Medium,0.06597726951654626,0.020722313768797265,0.0048130329535049626,364698,0.09151261623884849,282115,0.07079030247005122,1.5558249561548245
TikTok,#Education,Tweet,UK,4070028,212737,50214,25262,Low,0.05226917357816703,0.012337507260392311,0.006206836906281726,288213,0.07081351774484107,237999,0.058476010484448754,1.5363009035304835
YouTube,#Fitness,Reel,Japan,2703326,239560,14191,44747,Low,0.08861676320207033,0.005249459369680165,0.01655257264569645,298498,0.11041879521744695,284307,0.10516933584776679,1.0227642438096052
YouTube,#Tech,Live Stream,Canada,2695917,354316,26738,3079,High,0.13142689481909123,0.009917961124174075,0.0011420974755528453,384133,0.14248695341881817,357395,0.13256899229464408,1.0199611559532442
TikTok,#Fashion,Shorts,Germany,3185499,55001,79409,32643,High,0.017266054706028787,0.02492827654317267,0.010247374116268753,167053,0.052441705365470215,87644,0.027513428822297542,1.202420472757301
Instagram,#Fitness,Tweet,Australia,2316764,98083,89325,34220,Low,0.042336206881667705,0.038555934052842675,0.014770602443753443,221628,0.09566274337826382,132303,0.05710680932542115,0.9044615715718339
Instagram,#Fitness,Video,Australia,2463746,310242,10086,38862,High,0.12592288328423465,0.00409376615933623,0.015773541590732163,359190,0.14579019103430305,349104,0.1416964248749668,0.9618431480780173
YouTube,#Fitness,Tweet,Brazil,979236,445534,44401,41269,High,0.4549812302652272,0.045342491493368296,0.04214407967027356,531204,0.5424678014288691,486803,0.49712530993550075,0.37047975976672537
Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601,Low,0.08546613744416894,0.015064879292570563,0.00895198499392104,374251,0.10948300173066054,322754,0.09441812243808997,1.334518494011231
Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low,0.33761416874561434,0.028773644680573394,0.04666898676597701,436777,0.41305680019216473,406351,0.38428315551159137,0.4128176982122124
Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145,High,0.1232710967019639,0.05592550263562999,0.035197613938517516,147071,0.21439421327611138,108707,0.1584687106404814,0.26780723747137514
TikTok,#Fashion,Reel,Australia,4914854,366072,63088,10841,Low,0.07448278219454739,0.012836190047557873,0.0022057623685261046,440001,0.08952473461063136,376913,0.07668854456307349,1.8551947654710021
Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369,High,0.0802301625128765,0.03797348339252676,0.007417970545074987,294140,0.12562161645047826,205226,0.08764813305795148,0.9141091033690663
Instagram,#Education,Shorts,USA,4473721,373738,40435,43313,Medium,0.08354074829431697,0.00903833743767213,0.009681649794432867,457486,0.10226073552642197,417051,0.09322239808874984,1.746534703765216
Twitter,#Challenge,Reel,Germany,365562,250857,19167,2672,High,0.68622285686149,0.052431598470300524,0.007309293635552929,272696,0.7459637489673434,253529,0.6935321504970429,0.13790580490792279
Instagram,#Viral,Post,Germany,155818,50777,5658,26194,Medium,0.32587377581537436,0.03631159429590933,0.16810638052086407,82629,0.5302917506321477,76971,0.49398015633623843,0.06083113910574406
