Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Like_Rate,Share_Rate,Comment_Rate,engagement_rate,like_to_comment_ratio,share_to_like_ratio,Views_norm
TikTok,#Music,Tweet,Brazil,3648938.0,224759.0,88368.0,34806.0,High,0.0615957300452898,0.024217457243724,0.0095386657706982,0.0953518530597121,6.457293073232396,0.393166043780032,1.4508610952032526
TikTok,#Dance,Live Stream,USA,1304352.0,334062.0,84453.0,42589.0,Medium,0.2561133804371826,0.064747092809303,0.0326514621819876,0.3535119354284733,7.843672223526649,0.2528056085229432,0.51862584983646
Instagram,#Viral,Tweet,Australia,4113719.0,371010.0,23116.0,29531.0,Low,0.0901884645013429,0.0056192462343684,0.0071786624220079,0.1029863731577193,12.562982527427875,0.0623054302972149,1.7111407311533635
TikTok,#Tech,Live Stream,Germany,2919564.0,36753.0,49519.0,6372.0,High,0.0125885234918638,0.0169610941907764,0.0021825176635963,0.0317321353462366,5.7669857210105135,1.3473091364205256,1.1608533284358322
YouTube,#Gaming,Tweet,USA,4732496.0,365067.0,78267.0,37692.0,Low,0.0771404772449887,0.0165382073223094,0.0079645075241479,0.101643192091446,9.685273127636432,0.2143901957991388,1.859053277839387
Twitter,#Challenge,Shorts,Japan,2040652.0,407996.0,11598.0,40259.0,Low,0.1999341386968478,0.005683477633619,0.0197284985387023,0.2253461148691692,10.134028812717338,0.0284266796079382,0.8143049741775661
YouTube,#Gaming,Live Stream,Canada,3380651.0,451739.0,2827.0,2335.0,High,0.1336248550944773,0.0008362294717792,0.000690695371986,0.1351517799382426,193.3814212328767,0.006258024527383,1.3280117559066082
YouTube,#Education,Video,India,2592595.0,237876.0,33780.0,36343.0,High,0.0917520862302056,0.0130294164726847,0.0140180012689988,0.1187995039718891,6.545124367158265,0.1420061628488672,1.018441903143712
Instagram,#Gaming,Post,Canada,4284095.0,435610.0,44348.0,35611.0,High,0.101680751710688,0.0103517779134216,0.0083123740253192,0.1203449036494288,12.232112770976077,0.101806428212327,1.78201025656601
YouTube,#Tech,Video,Brazil,1562200.0,236997.0,84050.0,12958.0,Medium,0.1517072077838945,0.0538023300473691,0.0082947125848162,0.2138042504160799,18.288216683386064,0.3546443429902362,0.6136746931514976
Twitter,#Fashion,Live Stream,USA,3305437.0,493487.0,69852.0,38719.0,High,0.1492955394400195,0.0211324554060476,0.0117137310437318,0.1821417258897991,12.745015495867769,0.1415475148331874,1.3190067639806158
YouTube,#Dance,Shorts,India,2293007.0,93269.0,84008.0,11949.0,Medium,0.0406754100619841,0.0366366086104403,0.0052110612832843,0.0825230799557088,7.804937238493724,0.9006969014688538,0.9007555800276764
Twitter,#Fashion,Shorts,UK,1191376.0,239380.0,16309.0,8387.0,Low,0.2009273310860719,0.0136892131451363,0.0070397590685056,0.2216563032997139,28.538388173581307,0.0681298849950497,0.4754085473249589
YouTube,#Viral,Live Stream,India,660930.0,336481.0,11129.0,35123.0,Low,0.5091023255110223,0.0168383943836714,0.0531417850604451,0.579082504955139,9.579802983714838,0.0330745775405519,0.2596312987739209
YouTube,#Comedy,Live Stream,Japan,4565789.0,300350.0,4163.0,15057.0,Medium,0.0657827157584373,0.000911781074421,0.0032977870856493,0.0699922839185078,19.946207995749766,0.0138604499402365,1.793566229400514
Instagram,#Fitness,Shorts,USA,1513083.0,352786.0,90781.0,29795.0,Low,0.2331570706960556,0.0599973696089375,0.019691583343412,0.3128460236484053,11.840045643710566,0.2573252415763619,0.6293813337555931
Twitter,#Fashion,Shorts,Japan,3829879.0,145994.0,75122.0,11620.0,Low,0.038119742164178,0.0196147188984299,0.0030340384121796,0.0607684994747875,12.562946390155751,0.5145518682146649,1.528280922076965
YouTube,#Viral,Live Stream,Australia,2754577.0,351227.0,85607.0,43219.0,High,0.1275066915900336,0.0310780929340512,0.015689886323744,0.1742746708478289,8.126492364645998,0.2437362624847677,1.0820728429376345
Twitter,#Fitness,Video,Canada,3497840.0,366736.0,65404.0,28802.0,High,0.1048464195046085,0.0186983967248359,0.008234224550008,0.1317790407794524,12.732562580286777,0.1783403365354463,1.3957835588220129
Instagram,#Viral,Tweet,Germany,4746014.0,29305.0,89872.0,16323.0,Medium,0.0061746551948645,0.0189363116080146,0.0034393071743994,0.0285502739772786,1.7952095074736585,3.066675766054733,1.97414987898398
Twitter,#Fitness,Video,Canada,4161787.0,343575.0,2003.0,19921.0,Medium,0.0825546814385262,0.0004812836408975,0.0047866457365549,0.0878226108159788,17.246009436803533,0.005829860060074,1.6607260108864863
YouTube,#Dance,Video,India,3873103.0,121317.0,4727.0,38875.0,Medium,0.0313229470014094,0.0012204684461012,0.0100371717457552,0.0425805871932659,3.120614260726412,0.0389637151947773,1.5214603092236236
YouTube,#Viral,Tweet,Brazil,3620241.0,386951.0,38015.0,31259.0,High,0.1068854255835454,0.0105006821369074,0.0086345080341336,0.1260206157545865,12.37847088931542,0.0982421592342202,1.4221292310904303
YouTube,#Tech,Video,India,3722406.0,295942.0,27878.0,47869.0,Medium,0.0795028806637427,0.0074892421729386,0.0128596934348375,0.099851816271519,6.182201796532275,0.0942005724075244,1.4622624246801263
YouTube,#Dance,Video,India,2975095.0,449386.0,33351.0,13313.0,High,0.151049294224218,0.0112100621996944,0.0044748150899383,0.1667341715138508,33.75289169295478,0.0742144298789239,1.1686983172587089
TikTok,#Tech,Reel,Australia,2221223.0,69758.0,80790.0,38108.0,Medium,0.0314052213577835,0.0363718546044228,0.0171563143367415,0.0849333902989479,1.830486236846939,1.1581301337461831,0.8831846511151064
Twitter,#Fitness,Video,USA,3283134.0,413608.0,67001.0,12600.0,High,0.1259796280017812,0.020407634900068,0.0038377964469314,0.1502250593487807,32.8234267121657,0.1619911558984451,1.310106939885629
Twitter,#Dance,Live Stream,Germany,2215064.0,29791.0,99856.0,25420.0,High,0.0134492727975354,0.0450804130264407,0.0114759663829126,0.0700056522068888,1.171905117815979,3.3517722878625134,0.8839026121659432
Twitter,#Fashion,Video,Brazil,2189190.0,105704.0,95438.0,38438.0,Low,0.048284525326719,0.0435951196561285,0.0175580922624349,0.1094377372452825,2.7499154504539662,0.9028711981457832,0.8735778106310071
Instagram,#Fitness,Live Stream,UK,2085067.0,227030.0,40851.0,2906.0,Low,0.1088837912642615,0.0195921761746744,0.0013937202017968,0.1298696876407329,78.09769521843825,0.1799357796952839,0.86730354476904
Instagram,#Viral,Live Stream,India,4121250.0,73511.0,93273.0,36056.0,Medium,0.0178370639975735,0.0226322111010009,0.0087488019411586,0.049218077039733,2.0387442105555094,1.268813254978779,1.714273322574002
Twitter,#Fitness,Live Stream,USA,1706185.0,35065.0,44031.0,14777.0,Medium,0.0205516986727699,0.0258066973979961,0.0086608427573797,0.0550192388281458,2.3727838679117608,1.2556607540067302,0.6808387379950872
Twitter,#Education,Video,Canada,697238.0,308437.0,36985.0,18584.0,Medium,0.4423697503578405,0.0530450147582317,0.0266537394691626,0.5220685045852349,16.59601829432338,0.1199106465480907,0.2782269449105569
Twitter,#Viral,Post,USA,2611265.0,196133.0,74984.0,14125.0,Medium,0.0751103392417085,0.0287155842091859,0.0054092556672723,0.1092351791181668,13.884539147670962,0.382310053330886,1.0420032805180806
Instagram,#Challenge,Reel,UK,4248915.0,261493.0,87021.0,28833.0,Medium,0.0615434763933851,0.0204807580288144,0.006785967711757,0.0888102021339565,9.06891170146355,0.3327839262086319,1.767376799365366
YouTube,#Dance,Post,Canada,3239323.0,38620.0,936.0,18479.0,Low,0.0119222442467145,0.0002889492650161,0.0057045870387114,0.0179157805504421,2.08982683982684,0.0242355195360037,1.272494269647669
Twitter,#Fashion,Live Stream,Canada,3551156.0,74808.0,24814.0,5993.0,Low,0.0210658163144621,0.0069875837614568,0.0016876194681393,0.0297410195440583,12.48048048048048,0.3316980577203278,1.4170588590707818
TikTok,#Tech,Post,Brazil,4569045.0,140232.0,946.0,8215.0,Medium,0.0306917528717707,0.0002070454547941,0.001797968722129,0.0326967670486939,17.06815968841285,0.0067459157259703,1.816706568522936
TikTok,#Comedy,Post,India,3484442.0,290461.0,51999.0,5863.0,High,0.0833594015914169,0.0149231928670358,0.0016826223538804,0.0999652168123332,49.53291268758527,0.1790216964697619,1.385455531525121
YouTube,#Viral,Live Stream,Japan,1128302.0,228488.0,52037.0,25873.0,Medium,0.2025060666381873,0.0461197445364804,0.0229309174316805,0.2715567286063483,8.830795393058668,0.2277440051818687,0.4432277452517097
YouTube,#Education,Live Stream,USA,2677335.0,7372.0,39950.0,10623.0,Medium,0.0027534843417054,0.0149215544562036,0.0039677515140989,0.021642790312008,0.6939006024096386,5.418418554184186,1.0517300823126134
YouTube,#Education,Shorts,India,1050909.0,258178.0,5642.0,13315.0,Low,0.2456711285182637,0.0053686855855264,0.0126699837949812,0.2637097978987714,19.388555121658158,0.0218530554382811,0.4128256677154955
Twitter,#Education,Live Stream,Canada,1015391.0,388747.0,2397.0,15351.0,High,0.3828544865967888,0.002360666974594,0.015118314028783,0.4003334676001658,25.32223814486712,0.0061659481206334,0.405183216949844
Twitter,#Fashion,Post,Canada,1217360.0,423212.0,78276.0,46525.0,Medium,0.3476473680751791,0.0642997962804757,0.0382179470329237,0.4501651113885785,9.096247259596783,0.1849565112602873,0.4857772434323941
TikTok,#Challenge,Tweet,Brazil,3371506.0,450959.0,9604.0,38602.0,Low,0.1337559535708968,0.0028485786470497,0.0114494828127252,0.1480540150306717,11.681967722715852,0.0212967890722015,1.3405508363376788
YouTube,#Music,Reel,USA,2477176.0,11709.0,98546.0,46222.0,High,0.0047267533675443,0.0397815900041014,0.0186591505811456,0.0631674939527914,0.2533154490188867,8.415542271562767,0.9731021774947216
Instagram,#Dance,Reel,Canada,2912775.0,178086.0,11014.0,25511.0,Medium,0.0611396348842598,0.0037812738711366,0.008758314665568,0.0736792234209645,6.980479774223895,0.0618461763070858,1.2115965974305096
YouTube,#Music,Video,Brazil,962239.0,312622.0,27648.0,42018.0,Low,0.3248901780119076,0.0287329862955045,0.0436669060389362,0.3972900703463484,7.4400152312049315,0.0884387904920623,0.3779936775466674
TikTok,#Challenge,Post,Brazil,3069640.0,139491.0,60853.0,30527.0,Medium,0.0454421365371835,0.0198241487601151,0.0099448143756271,0.0752110996729258,4.569280660377358,0.4362472399850887,1.220525328816141
YouTube,#Education,Tweet,USA,1106136.0,186803.0,18713.0,7394.0,Medium,0.1688788720374348,0.0169174495722045,0.0066845306544584,0.1924808522640977,25.26071670047329,0.1001745144643583,0.4345203369503424
Instagram,#Tech,Reel,Canada,4018134.0,476460.0,96568.0,48685.0,Medium,0.1185774292246102,0.0240330461851197,0.0121163206602865,0.1547267960700165,9.786386230127755,0.2026776588220232,1.6713812369372312
Instagram,#Tech,Video,Brazil,1135196.0,106116.0,41569.0,21497.0,Medium,0.0934781306488042,0.0366183460829671,0.0189368179591894,0.1490332946909608,4.936087077867708,0.3917279983414533,0.4721956247965342
Instagram,#Dance,Shorts,Brazil,2930383.0,479741.0,220.0,33112.0,Low,0.1637127297012028,7.507551060731651e-05,0.011299546851043,0.1750873520628532,14.487995651254794,0.0004585798199865,1.2189208133028502
Twitter,#Fashion,Reel,India,963339.0,243870.0,4291.0,30134.0,Low,0.2531507600128304,0.0044542990577564,0.0312807848535147,0.2888858439241015,8.09258337481334,0.0175953680429407,0.3844123052432469
TikTok,#Dance,Tweet,Germany,2542362.0,339645.0,75620.0,27672.0,High,0.1335942717834832,0.0297439939709608,0.0108843665850889,0.174222632339533,12.27351570122502,0.2226435759584979,1.0108733323841437
YouTube,#Music,Shorts,USA,929670.0,415475.0,77500.0,1737.0,Medium,0.4469058913377865,0.0833629137220734,0.001868404917874,0.5321372099777341,239.0535097813579,0.1865330368059767,0.3651996876085986
Instagram,#Fashion,Reel,Germany,2808211.0,93056.0,17427.0,27332.0,Low,0.0331371111358797,0.0062057302674193,0.009732886880651,0.0490757282839501,3.404529323528336,0.1872723169670202,1.1681022023558048
Twitter,#Comedy,Tweet,Canada,3737771.0,3185.0,21475.0,43289.0,Medium,0.0008521121277895,0.0057454028082512,0.0115815013814382,0.018179016317479,0.0735735735735735,6.740426867545511,1.491526001315587
YouTube,#Challenge,Video,USA,4446755.0,221164.0,44206.0,37039.0,Low,0.0497360434743987,0.0099411818280971,0.008329444729921,0.0680066700324169,5.970950323974082,0.1998779192005968,1.746806433327927
TikTok,#Gaming,Post,UK,2013957.0,449783.0,37315.0,45597.0,Medium,0.2233329708628337,0.0185282009496727,0.0226405032480832,0.2645016750605897,9.864094916443705,0.0829620440033438,0.8007732273643062
TikTok,#Tech,Reel,Canada,1036784.0,398301.0,83508.0,44951.0,Medium,0.3841697016929273,0.0805452244633404,0.0433561860522538,0.5080711122085217,8.860584623598506,0.2096600067285627,0.4122376345471501
Twitter,#Education,Video,USA,3980555.0,275061.0,89641.0,47571.0,Low,0.0691011680531986,0.0225197240083355,0.0119508460503623,0.1035717381118964,5.78199360968637,0.3258937984890679,1.588406909403162
TikTok,#Gaming,Video,Brazil,4198164.0,5801.0,27958.0,40130.0,High,0.0013817945177939,0.0066595778535569,0.0095589405273352,0.0176003128986861,0.1445515935311853,4.818683212685281,1.669239877159565
Instagram,#Education,Tweet,USA,3123278.0,298146.0,8587.0,1236.0,Low,0.0954593219047423,0.0027493550045817,0.0003957380675047,0.0986044149768288,241.0234438156831,0.0288012289239871,1.2991573319702234
TikTok,#Gaming,Video,Japan,2064157.0,356084.0,56738.0,25612.0,Low,0.1725081958397544,0.0274872502430774,0.0124079709053138,0.2124034169881457,13.902471401241558,0.1593383602229804,0.8207333436993065
TikTok,#Education,Post,USA,2074835.0,47157.0,47309.0,8648.0,Medium,0.0227280723527413,0.022801331190191,0.0041680422780606,0.0496974458209929,5.452306625043358,1.003202001781246,0.8249790433452255
TikTok,#Education,Reel,USA,4860381.0,322942.0,75521.0,4830.0,High,0.0664437623305662,0.0155380823026013,0.0009937492554596,0.0829755938886272,66.84785758642103,0.2338524135838213,1.9325452229566735
Instagram,#Fashion,Reel,Brazil,3599873.0,278305.0,77717.0,19512.0,Low,0.0773096717578648,0.0215888171610498,0.0054201912123011,0.1043186801312157,14.262542920104543,0.279250177861778,1.4974015768406284
TikTok,#Gaming,Reel,Brazil,3940481.0,94795.0,68944.0,47811.0,Medium,0.0240567077978551,0.0174963411827134,0.0121332903267392,0.0536863393073079,1.982661256588304,0.7272880712266341,1.5667820552959812
TikTok,#Fashion,Reel,UK,3402318.0,493021.0,14422.0,17661.0,Medium,0.1449073837307388,0.0042388747906574,0.0051908728108307,0.154337131332227,27.9142226248443,0.0292522443217544,1.352802053559074
Instagram,#Tech,Post,Germany,2836169.0,142049.0,19440.0,32540.0,High,0.0500848151150372,0.0068543165093476,0.0114732232106055,0.0684123548349904,4.36523155403952,0.1368532206969377,1.1797315996387951
Instagram,#Fashion,Tweet,Australia,3207625.0,410976.0,85117.0,37271.0,Low,0.1281247028564748,0.0265358325864151,0.0116195004091812,0.1662800358520712,11.026400515132002,0.2071089136375028,1.334242272689459
Twitter,#Tech,Post,Australia,3036452.0,221744.0,11077.0,49900.0,High,0.0730273358511842,0.0036480076088803,0.0164336534876889,0.0931089969477535,4.443678483397126,0.0499537757333874,1.2116705677653117
TikTok,#Music,Reel,Japan,4172163.0,236621.0,13929.0,2337.0,High,0.0567142271287099,0.0033385560439513,0.0005601411066633,0.0606129242793246,101.2065868263473,0.0588660395060476,1.6589015706889203
Twitter,#Fitness,Video,India,1588694.0,85453.0,32995.0,47809.0,Low,0.0537882059100116,0.0207686313412148,0.0300932715803043,0.1046501088315308,1.7873457435682911,0.3861141666861703,0.6339549451087467
TikTok,#Education,Reel,Germany,4698854.0,234921.0,87352.0,22243.0,High,0.0499953818526815,0.0185900647264205,0.00473370741036,0.0733191539894621,10.56109512677576,0.3718340555588663,1.8683201689478373
TikTok,#Dance,Shorts,Germany,1435830.0,117831.0,84434.0,24859.0,High,0.082064729111385,0.0588050117353725,0.0173133309653649,0.1581830718121226,4.739782783588093,0.7165625636499423,0.5709030644877183
TikTok,#Dance,Shorts,Australia,3990883.0,491508.0,66058.0,37043.0,Medium,0.123157707204145,0.0165522266626207,0.0092819057837576,0.1489918396505234,13.268221574344023,0.1343983528277203,1.586822489230577
TikTok,#Comedy,Live Stream,Brazil,4103458.0,118601.0,51035.0,44941.0,Low,0.0289026962137787,0.0124370713676123,0.0109519824499239,0.052291750031315,2.6389791286547104,0.4303047166152341,1.6315836465296336
TikTok,#Dance,Video,Australia,4149798.0,198160.0,72234.0,42191.0,Medium,0.0477517218910414,0.0174066303950216,0.0101670008998028,0.0753253531858659,4.696624952597649,0.3645217777463779,1.6500089810109864
Twitter,#Music,Video,Japan,3312891.0,292286.0,6952.0,23430.0,Low,0.0882268689190196,0.0020984692825692,0.0070723727403044,0.0973977109418933,12.47432888054287,0.0237848416111561,1.3219812198297851
TikTok,#Music,Video,India,1154890.0,242791.0,31594.0,24465.0,Low,0.2102286797876854,0.0273567179558226,0.0211838356899791,0.2587692334334872,9.923608272704978,0.1301278460575307,0.4591979831499697
YouTube,#Fitness,Video,Germany,2289467.0,55335.0,94333.0,43209.0,High,0.0241693809083074,0.0412030398341622,0.0188729516520657,0.0842453723945355,1.2806063411247397,1.7047310972965155,0.8993649716460631
Twitter,#Gaming,Post,India,950724.0,371343.0,52165.0,30174.0,Medium,0.3905896979565047,0.0548687105826717,0.031737917629091,0.4771963261682675,12.306313173156587,0.1404762161230557,0.3793783958607309
Twitter,#Education,Post,Japan,4641254.0,378649.0,39504.0,22534.0,High,0.0815833393302758,0.0085114927991443,0.0048551533701883,0.0949499854996085,16.802706900377192,0.1043285355869536,1.8520532744542064
Twitter,#Fashion,Reel,Australia,513065.0,249364.0,19912.0,7312.0,Medium,0.4860280861099471,0.0388098973814234,0.0142516055470554,0.539089589038426,34.09872829208259,0.0798508210855573,0.2047342621752327
Twitter,#Gaming,Tweet,Japan,2165655.0,124165.0,5295.0,34518.0,High,0.0573336935015041,0.0024449877750611,0.0159388268214466,0.0757175080980119,3.597004548219821,0.0426445242659021,0.8641863673240302
Instagram,#Education,Video,USA,4029746.0,268583.0,97064.0,12067.0,Low,0.0666501064831381,0.0240868779322567,0.0029944815380423,0.0937314659534372,22.25580046403712,0.3613915944360051,1.6762113593082908
TikTok,#Challenge,Reel,USA,4486868.0,94546.0,72083.0,47825.0,Low,0.0210717141667639,0.0160653266376456,0.0106588827663305,0.0477959235707402,1.976874503408188,0.762403883782669,1.784032017127292
Instagram,#Fitness,Live Stream,UK,4184048.0,287717.0,88326.0,45451.0,Medium,0.0687652244907324,0.0211101784683158,0.0108629250907255,0.1007383280497738,6.3301284871952825,0.3069880925072467,1.7403947508083972
Twitter,#Fitness,Post,Germany,2435410.0,326186.0,1739.0,5729.0,Low,0.1339347378880763,0.0007140481479504,0.0023523759859736,0.1370011620220004,56.9260034904014,0.0053312976912016,0.9718298255468284
Instagram,#Education,Video,USA,1171718.0,339285.0,76401.0,22897.0,High,0.2895619935854873,0.0652042556314744,0.0195413913586716,0.3743076405756333,14.817232946108833,0.225181705110143,0.4873872997221145
Twitter,#Comedy,Shorts,Brazil,4098970.0,468202.0,10925.0,38510.0,High,0.1142243051303132,0.0026653037226425,0.0093950431449852,0.1262846519979409,12.157617304146868,0.0233338957674342,1.6356594166984957
YouTube,#Viral,Video,Australia,1538823.0,307662.0,59624.0,8124.0,Low,0.1999333256651349,0.0387464965106448,0.0052793596144585,0.2439591817902383,37.86609230769231,0.1937964591127305,0.604491571078906
Twitter,#Fitness,Video,USA,2595660.0,434540.0,40012.0,13478.0,High,0.167410215513588,0.0154149618979373,0.0051925136574127,0.1880176910689381,32.23829660954077,0.0920787681714728,1.035776236846724
TikTok,#Gaming,Shorts,Australia,3521130.0,260136.0,65723.0,32176.0,Low,0.0738785560317284,0.0186653148279103,0.0091379755930624,0.1016818464527012,8.084532429996582,0.2526476433571541,1.4000431161485969
Instagram,#Gaming,Tweet,India,3589308.0,407373.0,70852.0,20849.0,High,0.1134962505307429,0.0197397381333672,0.0058086405513263,0.1390446292154365,19.538273381294964,0.1739237162901903,1.4930069641253128
YouTube,#Comedy,Tweet,UK,1035365.0,326981.0,34821.0,2572.0,High,0.3158122980784554,0.0336316178352561,0.00248414810236,0.3519280640160716,127.0816167897396,0.1064921004825953,0.4067195613076432
Instagram,#Education,Reel,UK,2315963.0,306373.0,6915.0,33050.0,Medium,0.1322875192738398,0.0029857989959252,0.0142705215929615,0.1495438398627266,9.26970439623612,0.022570453106334,0.963346942546182
YouTube,#Education,Reel,Canada,2676777.0,488199.0,52014.0,45422.0,Medium,0.1823831421145653,0.0194315776024674,0.0169689144818563,0.2187836341988892,10.74783699887722,0.106542400655469,1.0515108847202574
Instagram,#Viral,Video,Canada,2950546.0,305105.0,99587.0,34102.0,Medium,0.1034062848028805,0.0337520580936545,0.0115578608162692,0.1487162037128043,8.946573615224468,0.3264013162638558,1.227307805842264
TikTok,#Fashion,Tweet,USA,3368170.0,17758.0,93392.0,19981.0,High,0.0052722992010498,0.0277278165888301,0.0059323015168474,0.0389324173067273,0.8886998298468621,5.25885466524016,1.3392244031087237
YouTube,#Fashion,Reel,Japan,4736019.0,308046.0,88779.0,33858.0,Medium,0.0650432356795865,0.0187454906747629,0.0071490422652442,0.0909377686195938,9.097906022032548,0.2881995279941048,1.8604372081581504
TikTok,#Gaming,Reel,Japan,2258063.0,241357.0,49321.0,14634.0,Low,0.1068867431953847,0.0218421718083153,0.0064807757799494,0.1352096907836495,16.491766313631704,0.2043478981430075,0.8978326727442182
YouTube,#Comedy,Live Stream,Germany,4989820.0,166706.0,39793.0,15510.0,High,0.0334092211743108,0.0079748367676589,0.0031083285569419,0.0444923864989117,10.74759847849913,0.2387002345432405,1.9601371510569745
YouTube,#Tech,Post,Germany,4766161.0,384232.0,67245.0,8995.0,Medium,0.0806166640195327,0.0141088393782753,0.001887263145328,0.096612766543136,42.711427301022674,0.1750109959321557,1.8722778064176384
TikTok,#Challenge,Reel,UK,4706101.0,198755.0,73600.0,39098.0,Low,0.0422334752271572,0.0156392733602615,0.0083079389923845,0.0661806875798033,5.083378091511292,0.3703032864416671,1.8712016622362784
Twitter,#Fashion,Live Stream,Canada,1726804.0,328441.0,44676.0,1323.0,High,0.1902016673577314,0.0258720734953127,0.0007661552787693,0.2168398961318134,248.06722054380663,0.1360240164169016,0.6890665760892685
YouTube,#Dance,Tweet,Canada,3218932.0,135138.0,58808.0,4020.0,Medium,0.0419822475280621,0.0182694135818961,0.0012488614236026,0.0615005225335608,33.608057697090274,0.435166754230829,1.2644841296732403
Instagram,#Education,Live Stream,Germany,1374292.0,468164.0,79559.0,11612.0,Low,0.3406583171553061,0.0578908994595035,0.0084494416033855,0.4069986582181952,40.31378627400327,0.1699379492273023,0.5716498909376694
Twitter,#Gaming,Shorts,Japan,2307722.0,112883.0,48860.0,26500.0,High,0.0489153372893268,0.0211723942485273,0.0114831855830121,0.0815709171208663,4.259575110373193,0.4328337053966904,0.9208770057898168
TikTok,#Fitness,Post,USA,3943560.0,361857.0,53708.0,10889.0,High,0.0917589690533426,0.0136191664384464,0.0027612106827333,0.1081393461745225,33.228374655647386,0.1484228620066434,1.5680063022719866
YouTube,#Viral,Tweet,USA,4397362.0,416040.0,26255.0,37205.0,Medium,0.0946112692109496,0.0059706251156943,0.0084607544250393,0.1090426487516834,11.182067408482505,0.0631067611124865,1.727403518132157
Instagram,#Tech,Reel,India,2904623.0,210629.0,93645.0,25652.0,High,0.0725150905986766,0.0322399843284309,0.0088314387099461,0.1135865136370537,8.210696604685612,0.4445947870673693,1.208205695125233
YouTube,#Dance,Reel,USA,4648895.0,334635.0,14885.0,39943.0,High,0.0719816214390731,0.0032018361352536,0.0085919342123235,0.0837753917866503,8.377603645103145,0.0444811675970308,1.8262125288814053
YouTube,#Education,Tweet,Japan,2182075.0,401349.0,79190.0,49849.0,High,0.1839299749092034,0.0362911448964861,0.022844769313612,0.2430658891193015,8.051133400200602,0.1973090818487604,0.8571784701437423
YouTube,#Tech,Tweet,Germany,3686801.0,289690.0,37216.0,29859.0,Low,0.0785748946037499,0.0100943880616284,0.0080988911525194,0.0967681738178979,9.70160750167448,0.1284679192657003,1.4482758112825722
Instagram,#Challenge,Tweet,Germany,1021135.0,442784.0,49480.0,32668.0,High,0.4336194528637251,0.0484558848732048,0.0319918522036753,0.5140671899406053,13.553644127460284,0.1117472362433235,0.4247508618129459
Twitter,#Music,Tweet,USA,2616896.0,411249.0,93026.0,8004.0,High,0.1571514496563868,0.035548222015701,0.0030585854386265,0.1957582571107143,51.37401623985009,0.2262030395136778,1.0442502835884688
YouTube,#Dance,Post,USA,2286789.0,161388.0,40096.0,47798.0,Medium,0.0705740669558931,0.0175337558471726,0.0209017972362119,0.1090096200392777,3.3763886273771417,0.2484432024487418,0.8983129803336448
Twitter,#Tech,Tweet,Canada,803980.0,242545.0,76839.0,34020.0,Low,0.3016803900594542,0.0955732729669892,0.042314485434961,0.4395681484614045,7.129273096028923,0.3168017613153793,0.3208214399805942
YouTube,#Fitness,Reel,Japan,1658169.0,328783.0,1574.0,11658.0,High,0.1982807542536376,0.0009492397940137,0.0070306464540104,0.2062606405016617,28.19993138348057,0.0047873375833373,0.6513739292461437
Twitter,#Dance,Post,Japan,723296.0,216935.0,93964.0,23402.0,Low,0.2999256182807592,0.129910852541698,0.0323546653099146,0.4621911361323718,9.269538093406828,0.4331415717077848,0.288625170094037
TikTok,#Tech,Tweet,Japan,3206060.0,426226.0,17467.0,29795.0,High,0.1329438625602765,0.0054481201225179,0.0092933382407066,0.1476853209235011,14.304806014230095,0.0409805103853111,1.2747675413743231
TikTok,#Tech,Post,Japan,1655182.0,289945.0,93775.0,32084.0,High,0.1751740896167309,0.0566554010374689,0.0193839710678342,0.2512134617220342,9.036777310269596,0.3234222924268657,0.6581200254103275
TikTok,#Viral,Video,Australia,1476674.0,464620.0,19688.0,29990.0,Low,0.3146395209775482,0.0133326651650939,0.0203091542209045,0.3482813403635467,15.491980927611618,0.042374322297098,0.5871431240810799
Twitter,#Viral,Shorts,Brazil,1771174.0,91099.0,97414.0,3140.0,Low,0.0514342464376735,0.0549996781795577,0.0017728354187674,0.1082067600359987,29.00318369945877,1.0693084522502745,0.7067720504691523
TikTok,#Challenge,Reel,Australia,3327212.0,134040.0,6283.0,36793.0,High,0.0402859811758313,0.0018883677986253,0.0110582072918707,0.0532325562663274,3.642985269337392,0.0468737177430786,1.322939015761135
YouTube,#Gaming,Tweet,Australia,3569008.0,137418.0,23331.0,49305.0,Medium,0.0385031358853776,0.0065371105920748,0.0138147630938344,0.058855009571287,2.7870441731229465,0.1697800158638907,1.402003513798003
TikTok,#Dance,Tweet,Brazil,3099684.0,153065.0,41200.0,7632.0,Low,0.0493808401114436,0.0132916774742199,0.0024621864680399,0.0651347040537035,20.053059085549588,0.2691649353873492,1.232471180114323
Twitter,#Music,Reel,Japan,3710671.0,76950.0,26333.0,7103.0,Medium,0.0207374892573337,0.0070965601639164,0.0019142090473663,0.0297482584686165,10.831925675675675,0.3422047796649816,1.4807119748180697
Instagram,#Education,Post,Canada,3188483.0,368317.0,49091.0,21981.0,Low,0.1155148075119108,0.0153963499256543,0.0068938739833331,0.1378050314208982,16.755390774269856,0.1332842815176016,1.3262799748573175
TikTok,#Comedy,Live Stream,USA,2801347.0,499380.0,60311.0,12282.0,High,0.1782642421663578,0.0215292857328992,0.0043843194006311,0.2041778472998882,40.65619148416511,0.120771515135738,1.1138488449144233
TikTok,#Challenge,Live Stream,USA,2248578.0,93218.0,59577.0,14331.0,Medium,0.0414564226813568,0.0264954117669033,0.0063733612976734,0.0743251957459336,6.50418643594753,0.6391079071863032,0.8940613240701648
