PC1,PC2,PC3
4.7042956,5.1378517,5.956801
3.0008554,6.5478454,3.6948478
6.4131856,1.7521168,4.9822607
3.2742362,3.9063697,2.6790848
5.834833,3.3340027,2.8284898
5.8289027,2.3932934,5.39239
2.9269722,2.7456582,5.630328
3.824087,2.2252622,5.8157425
6.637776,5.2083282,6.1163507
4.5479627,5.7587237,6.456467
6.69039,2.4136019,5.856521
5.075533,2.295597,4.5559635
6.729414,3.347212,3.0133588
2.9290247,6.6764617,3.88965
4.307841,2.2623506,4.8946333
3.1249564,5.688882,6.4466476
4.5739627,5.173594,5.918093
5.9571295,2.164328,5.7810087
5.078568,5.046847,5.939555
3.1954758,2.613623,5.2825003
4.9120526,3.0886297,2.582548
6.381978,2.1599028,4.5316887
3.9233363,2.4156225,5.372956
4.1567483,6.0040946,5.863197
3.1568651,5.235273,6.692055
3.0048306,2.7473407,4.7264075
4.3358226,6.6821413,3.3043244
4.9645395,5.2055683,6.7044873
6.0131345,6.6317754,2.9987915
5.844582,4.534154,6.4615874
6.5650935,4.9109845,6.713886
6.7821794,2.3810544,5.3494906
6.49728,3.070755,4.851086
4.2032557,2.2276351,5.05175
2.9362564,5.5685945,6.0593915
2.8222942,5.7295766,3.77318
5.6953683,2.5148761,4.953736
3.3035576,4.6016707,6.1373897
5.70407,6.7155814,3.5746503
2.9872994,6.668131,3.5554729
4.00115,2.5648584,5.2099495
5.695808,2.6537383,4.771224
3.8874147,2.6606922,5.61773
6.496697,2.8469539,5.404894
3.5852695,4.7677794,5.3888054
3.2743073,6.642009,3.8564687
6.7433004,2.4602966,5.89399
6.272581,5.9604473,2.9726143
2.8791666,2.7104707,4.915025
3.3434234,5.656093,5.9187636
5.250492,2.009877,5.5347495
3.5931737,5.61779,3.6215508
6.619959,5.267233,6.2977285
7.080421,3.2964938,2.1454117
3.3776739,4.736822,5.6256866
4.442533,3.508081,1.4145736
6.5680065,5.440765,5.989482
5.31215,6.5964527,2.997501
5.255252,2.6958709,1.7437534
5.991202,3.0395422,4.43054
4.487102,5.7183433,5.976187
6.349436,6.320782,2.9718516
4.390569,2.4883225,4.748956
6.4123106,3.3010247,2.754412
3.2531984,2.387879,5.9674573
3.374646,4.792283,5.443989
5.812711,4.939198,5.751959
3.724115,2.7441473,4.6831837
2.7696676,6.259045,2.8753588
5.9716673,5.5930295,6.2926035
5.1401224,3.1722274,1.8372126
5.6321473,2.505595,2.5272315
2.4883866,3.713518,2.1675148
2.4256876,3.4054403,2.1833906
6.5891576,4.5421777,6.44599
4.463881,1.9137651,4.7854924
3.810254,5.8143425,6.580597
6.1599894,2.2881825,5.212129
3.4014907,4.7759485,6.173451
3.7691722,5.8344584,5.863638
6.21931,5.225393,6.611206
5.7757006,2.7173424,5.4267316
3.8216295,5.870918,3.6503377
3.814384,3.5929394,1.6705369
5.478502,6.488315,3.06198
3.1686287,1.8871064,5.441611
3.748141,6.5353346,2.9651775
2.9956474,5.692321,3.7441254
6.9484673,3.9610023,2.7906077
6.322744,2.1507554,4.6107874
2.8278565,3.276116,3.2510266
4.4577646,6.595426,3.7251046
3.9311736,6.0772552,2.842109
2.898316,2.676492,2.2402067
3.5443,2.3337302,5.513118
3.943323,5.0953264,6.0441446
5.230625,5.506992,6.4344683
6.7717247,4.4531035,6.1178613
5.6200304,4.926243,5.92894
5.4242926,2.3375978,4.7010374
6.116186,4.5741134,5.846251
4.0659304,6.9855504,3.252548
6.9804187,2.9984696,5.36336
4.4956603,6.4215856,3.181219
6.7745566,2.4568,5.7830048
4.242812,2.113663,4.839497
3.4597847,2.241133,4.80937
3.366353,3.8730998,2.6681268
5.218716,2.6965942,5.6090975
5.475234,3.1944175,2.8616116
3.2519853,4.6997843,5.8014035
5.7960477,6.9018,3.4307106
4.678713,3.5183308,1.5466014
6.731612,5.9703565,3.3859246
6.6891794,2.2094808,4.267145
2.7546303,2.8148832,5.640898
6.194699,6.016967,3.4134226
5.8260846,6.6919045,3.1568358
3.852513,3.4962406,1.6568755
3.4331295,2.4021366,4.7598143
5.3997912,6.7415123,3.673163
5.809465,6.5984683,3.0558255
6.697679,2.664788,5.3253727
6.0850625,2.0792027,4.419438
5.5918036,6.381328,3.2412453
3.6466815,5.891701,3.5514908
4.101455,2.914566,2.3260546
4.2888017,5.8032765,6.5230045
2.9355304,3.1069243,3.0006409
4.726663,3.4950914,2.6768594
6.674752,3.6151361,1.9228933
3.6699471,5.235519,5.856621
5.4020514,3.25883,2.1529775
3.7674365,5.0952086,5.602778
3.2326024,6.5663695,4.1655087
5.574707,1.9367911,4.5960636
4.498655,3.0855892,2.4752233
4.707803,1.9865055,4.6823287
4.850139,5.3746443,6.686507
3.115665,5.6360087,5.7478023
6.9205203,5.976353,2.8771696
2.9543939,6.302814,3.3158438
3.9026613,6.438846,2.9765434
6.1614513,2.7264442,4.6937194
2.5309458,2.793623,2.6887114
4.5046177,6.1789646,3.700458
4.0117664,5.842572,3.5658598
6.302373,1.8986716,5.113153
5.985442,2.734195,1.8612305
4.2200994,4.779474,5.506907
5.6027966,3.6470764,1.8136698
4.882063,4.5798903,6.8756137
6.667196,6.1153336,3.0042913
4.665213,2.5253625,4.8585014
6.427051,6.3802857,3.0209587
5.633125,6.6864185,3.8999753
3.2180412,5.3108153,6.7640796
3.5292728,3.033636,4.5946455
4.911069,5.088064,6.519827
2.7864547,6.7003484,3.8880422
3.333019,4.8653383,5.6064825
3.1932244,2.6514044,5.203615
5.0883665,4.9843855,5.9317446
4.581935,6.1090455,3.5973063
5.3836994,2.6029022,2.3502457
3.6367779,3.0071383,4.467959
5.103255,4.6830006,6.44026
6.5008187,5.6343365,5.9887104
4.454865,5.2542944,6.808358
6.8514924,5.890781,2.980491
3.1599817,5.6789513,6.445763
5.81415,1.9592627,4.840747
2.151224,3.0497992,2.5407426
3.6798763,3.0056596,2.1317
6.135137,3.053847,4.52053
5.6387568,5.9877033,3.3686059
3.806779,5.3810644,5.757014
6.7540207,2.1763227,5.219504
2.4136271,3.048499,2.5865579
7.086012,5.0154896,6.0247383
5.3694034,1.7957166,5.229013
6.8220963,2.515003,5.8638396
3.2358067,5.3218064,5.938153
3.488453,6.2742105,2.976855
3.915004,3.3741865,1.762597
6.640749,4.9441185,5.4308124
3.3934429,5.189214,6.7330823
6.1690936,4.401041,5.7894063
5.756803,2.30281,5.6466937
6.759603,6.3185816,3.0066426
5.0223055,5.3719077,5.944891
3.8064942,6.536498,2.9678595
5.7112947,6.814036,2.9250607
4.453211,3.5520315,1.4849849
6.828951,5.8710537,3.454864
3.1594508,5.655949,6.5033917
5.019584,6.9699483,3.2558613
7.005125,2.98564,5.1127577
6.670536,3.765511,2.0585701
4.174974,2.5766168,5.58202
5.939996,6.178591,2.5144165
6.3481827,6.616931,4.0073476
3.3935254,2.4564543,5.157472
3.5108573,3.4050972,1.587419
6.87522,2.6941717,4.788587
6.3135524,2.4546661,2.5726004
4.227184,5.066121,5.933967
6.12442,5.6564155,6.2288356
3.2438416,5.6664605,5.762499
6.28864,6.7756686,3.7095444
5.5227556,5.517644,5.9775724
6.6158266,3.034312,2.1425073
3.9716766,2.5719419,4.8706636
5.9215345,2.5913908,2.442669
5.089868,3.134327,1.9898351
6.5004807,6.1943555,2.64606
3.5339348,3.0757194,2.119192
5.33354,2.0049882,4.6776834
4.8839197,3.0321894,2.568104
3.014942,2.2418475,4.709633
2.74454,3.602634,2.6991663
2.8846323,5.639342,6.0767207
6.766067,2.9118264,2.8422115
3.574533,6.378244,3.5614018
6.280986,3.0500352,4.6070023
5.1391916,2.6123726,2.4860775
6.4259048,2.3625336,5.5661945
6.757481,6.6967797,3.784133
6.6573367,2.4102812,5.6240807
5.6703043,3.3044763,2.0807867
6.153767,2.7973137,1.7652931
6.485248,3.2712164,2.0742307
5.3362875,3.2401597,2.101509
2.5451431,3.1499221,2.4096756
4.014692,4.81948,5.397022
5.701147,2.34707,5.634269
4.27496,2.354192,4.984924
4.0194273,2.2457204,5.23452
4.6967015,6.63709,2.9970765
6.779731,5.8519387,2.9883223
4.2617655,2.0298967,4.659046
2.4875357,2.5168955,5.465402
2.9431076,5.557861,5.988892
5.3120203,2.566253,5.6752076
6.7824507,5.8150315,3.7262769
5.6265903,3.5746996,1.8578827
5.9138446,2.3554227,4.8490343
6.874265,4.687296,6.512277
2.7330065,3.138548,1.9518327
6.3239717,4.402508,6.3807535
2.6502044,5.4459596,5.6344385
2.971439,3.8139794,2.7805934
5.1609845,2.505025,2.1810126
2.7684307,2.72648,2.1814957
2.510566,2.8050106,5.2133775
3.123378,2.7364438,5.4867325
5.9946632,5.6783886,6.237198
4.990259,2.6804068,1.9812562
5.4907956,5.8540077,3.020602
3.1152885,3.2443767,2.193911
5.2690005,4.5711956,6.504869
2.383824,2.818862,2.7300923
6.5442705,6.103374,3.3179893
3.058375,7.2393737,3.234153
2.817255,5.484913,6.0160265
5.298768,6.1771483,3.7403069
3.1678457,2.7212498,4.782025
4.9537053,5.4463887,6.5763354
2.6983063,2.580299,2.4532018
4.9651155,5.805604,3.147463
6.435145,1.929069,5.07836
6.9500666,3.296785,2.1937804
3.771071,4.675985,6.3634386
3.4682252,4.8680367,5.5873675
6.1192513,2.2585042,5.86086
6.386181,5.13968,6.589395
5.7616305,6.7256184,3.6295736
4.399162,5.398877,6.9173694
4.517273,4.7367854,6.4060717
7.309258,5.014207,5.3928494
5.855084,5.685056,3.3716471
6.6444206,4.8179455,5.339135
6.327396,5.0075655,5.3154173
5.7746243,6.6552105,2.789462
6.094612,6.856961,3.776687
5.1343217,2.7274015,5.0851154
6.856184,4.883564,5.342487
3.4807162,2.6085565,5.520081
7.226937,4.984709,5.334145
3.7014558,5.183799,5.9231367
6.225539,4.8493376,6.0041137
2.511851,2.7423599,5.451838
6.7118516,5.5275645,5.948448
6.427149,4.974446,6.474146
5.6299877,2.1279762,5.481093
3.1756604,4.9865932,6.6648655
4.283393,2.9740286,1.9635698
3.0686085,2.7663093,5.6465945
7.0120063,3.00992,5.108814
2.754092,3.0868998,3.0364258
3.1550028,2.596575,4.7471347
4.081508,1.9585214,5.442911
6.556403,6.488916,3.0921772
2.5953226,3.460186,2.2346282
7.156445,4.96419,5.311219
6.8791366,6.0702815,3.5305603
4.6784735,2.469567,5.813929
3.0358045,7.26103,3.3154156
6.41386,3.1367912,4.718124
3.1525507,3.4392014,2.145588
5.248732,2.2964327,5.6759005
6.10028,4.780934,5.892054
6.1641154,6.6079025,3.806156
2.5315428,3.0056043,2.7040923
4.6558075,5.988629,3.095814
5.0638847,3.6894479,2.1946042
5.7902575,6.701455,3.0508902
5.5964503,5.176438,6.4066815
6.9848137,3.7478004,2.890341
4.0786996,4.8749685,5.6807547
6.923342,2.605389,2.8937495
6.457208,3.8789823,1.836422
6.9000354,4.9936814,5.2965503
4.144509,1.9711635,4.8782234
6.0737424,2.9230535,1.8823498
3.3349311,6.3706064,3.0511255
4.1091413,2.4002879,5.1854386
6.4036093,4.440422,6.346826
6.5718203,2.956871,1.9497772
5.243616,5.8307858,3.3534043
7.150317,3.8674428,2.823785
5.074569,2.6505804,1.7209436
6.422831,2.513685,1.6699278
2.9113994,7.0459986,3.1180613
2.9887562,6.681867,3.7006314
4.800321,1.73115,5.2941337
4.2960205,3.4465587,1.6161014
2.4667194,2.347262,5.262069
3.6141174,3.613334,2.8534653
2.9617455,2.9454446,5.324088
5.6339593,5.5805025,6.4929657
3.861365,4.7644196,6.3031397
3.7107902,5.058896,6.7686357
3.5900114,2.2261157,4.9703026
5.206437,4.79144,5.3782043
2.9055815,4.820009,5.9144483
6.2846556,2.7810938,1.8560514
5.6757126,5.634161,6.3401995
5.9921746,2.4448886,5.0286984
5.5104027,6.227756,2.7582746
5.604178,5.4334598,6.0933557
4.8641715,5.279471,6.2420387
3.5786886,3.1338158,4.4563837
6.6347127,2.8501146,2.6456125
3.2144446,3.2685425,3.0323975
4.801179,5.4763336,6.125767
6.000859,6.658326,3.2004442
6.2089615,1.8758107,4.5981383
6.3210297,3.8979678,1.7717121
4.5061607,5.3829284,6.212847
3.7461166,3.4501836,1.626818
3.7254782,2.7022505,4.8903484
3.2273476,7.1289825,3.2339416
3.6981287,6.214694,3.4805527
6.4536,2.4369094,4.780771
5.722858,2.2210128,5.7795134
3.710232,6.839976,3.8421474
3.3826792,5.205534,6.7648478
4.7554455,5.9649143,6.365567
5.8863883,3.5999825,2.2991228
4.738029,5.039032,6.1500716
6.8142157,5.188535,6.0203447
2.9941893,2.6115782,4.784212
4.5467114,6.5402417,3.711378
4.162645,5.995674,3.4424086
5.6816254,2.4196181,2.4283
6.686293,5.6408453,3.1196427
5.1510606,3.266946,1.8552302
3.1569273,2.925234,5.4759574
2.4580421,5.9442735,3.5422373
6.8106217,5.3969755,5.9819264
3.3514874,3.1976008,1.8546966
6.00145,5.8897643,3.4330072
2.3615127,2.9583094,5.148538
2.9493105,3.421394,1.7207421
4.8443346,2.6991389,2.484883
3.077748,3.7861538,2.697033
5.0280147,3.0436313,2.4586384
2.6467593,3.4625127,1.8125819
4.2488446,5.604653,6.508462
2.8476117,6.1389894,3.3408067
6.4768567,2.3618665,5.883438
6.4001393,4.5336337,6.421574
4.879842,3.5303187,1.666865
5.6234207,6.20997,2.6820123
4.459205,3.0244324,2.042883
2.9835064,3.0642471,2.0908115
3.479136,2.420122,4.854076
2.975554,6.382181,2.9775035
3.5730546,4.9529133,5.410556
3.1830115,4.6430597,6.266855
5.8746114,2.6637015,5.506941
6.8388133,5.248846,6.0004783
2.1546712,3.0065322,2.5462196
2.8224986,2.0273426,5.4894233
5.3458796,6.581913,3.0346928
4.6112027,2.951757,2.3336556
2.9907978,5.1977096,5.821285
3.1564047,2.7335222,4.780316
2.823535,2.787761,2.2533836
5.685658,3.6774125,2.2121038
5.1995234,3.6074798,2.1038437
4.5112295,5.213153,6.7543793
3.188678,2.0865247,5.5442486
5.1452117,5.043918,6.544084
2.7406087,2.6043372,5.7679377
2.356115,2.9389946,5.152182
4.521594,2.297058,5.796555
2.9854681,7.2903438,3.2728434
3.0779917,2.494259,4.7932067
2.9122381,6.823337,3.4050505
6.3912787,3.053054,4.712247
2.2417321,2.8095562,2.913218
2.4786296,6.054714,3.3992105
3.1847022,2.8019412,4.9063063
2.821574,3.2493021,1.9178444
6.4087033,6.60263,3.9434001
5.436969,2.7447999,5.5141587
6.749994,6.0244594,3.3492253
2.5246632,2.1110203,5.296218
5.2456126,1.7308885,5.221513
6.7223215,3.2316475,4.745765
5.1249013,5.229235,6.5825768
6.7427354,2.5538769,5.841519
6.8596344,5.199708,5.965049
6.899596,3.0932205,2.7706342
4.3412156,6.45787,3.1120837
6.491471,2.8731124,2.6701398
3.220306,5.1166286,6.6983337
7.1399274,4.9034824,5.428411
4.636471,5.7842507,3.340793
6.4127,6.7561984,3.19512
7.1812663,3.9682617,2.8654382
5.185903,5.835943,3.204984
5.0349298,5.5786085,6.713762
6.739739,2.0673516,4.9340324
7.0744863,3.8233745,2.7866638
6.7177286,4.3690166,5.7698255
7.062692,3.394402,2.0189927
2.4201365,2.786677,2.7674203
6.9150605,2.5358636,2.8753128
2.6927648,5.4962463,5.6256766
5.806151,3.317463,2.9571278
5.217919,2.8352118,4.8600254
7.0440283,5.7916894,3.115546
3.5472403,6.488898,2.9470458
5.6849575,2.8323581,4.470761
6.5836997,5.629792,3.386275
5.319102,1.9286878,4.613832
3.450967,3.3241622,2.1506178
2.5393112,3.58691,1.6483066
3.251899,5.2752786,6.8026137
5.3689256,3.0571558,3.0429926
4.004222,5.721731,6.3102927
2.5906188,3.7054327,2.399499
2.8181725,4.720854,6.110637
4.345056,1.6592792,5.2130876
3.0354056,4.9707847,6.130969
6.6786594,2.3331056,5.704819
3.3297517,6.755862,4.084333
6.1757836,3.668559,2.4537008
5.0032997,5.8965297,3.3831236
6.7228565,2.5366225,5.6525383
6.7284503,2.381522,5.5640388
3.032575,6.4652605,3.1787019
3.433407,2.9978042,2.9265306
6.8834925,4.9144187,5.308229
5.858897,5.8065395,3.3019345
3.794276,5.16065,6.00229
6.9160004,3.8312013,2.7189567
3.6599643,2.8823893,2.2681844
2.8751736,2.5706975,5.0036654
6.3530483,6.5941567,4.024197
5.913919,3.0428631,4.3989577
3.0099072,3.3831275,1.62774
3.1880913,5.6993976,6.453502
6.384079,3.3136473,2.785106
5.0592184,2.7483613,5.497246
2.1985066,3.020843,2.5752919
6.5363946,4.910174,5.2000446
6.910499,3.0249722,5.134903
3.1777647,5.185241,5.778042
6.182369,5.1626573,6.487674
5.5550685,2.6459894,5.486164
6.958188,2.6500297,2.7981684
3.6746337,2.2808397,4.580286
2.8535757,5.4513807,5.712836
6.108457,3.297742,2.7354171
5.4462733,2.2566693,5.785327
3.2276452,5.305238,6.7880206
6.544094,4.8459945,6.4585795
6.9985433,2.5678806,1.9770038
4.6215606,6.1374407,2.6724226
3.2331107,5.7379155,5.8693733
6.455541,6.1432996,2.6231165
6.772007,4.82716,5.341253
2.9123857,6.6655188,4.025423
3.31854,6.2528753,3.5197523
6.4159436,3.7706177,1.975961
6.8944316,2.4816906,2.7297328
3.339989,6.872947,3.7548342
3.5661087,6.9918613,3.1786637
5.031763,2.770012,1.7722306
3.9532957,6.56596,3.337444
4.2758217,6.9705267,3.3632917
4.414051,2.492166,4.864007
4.241742,6.1446586,2.803782
5.525432,3.1571124,2.1427124
3.9002156,2.8959563,5.555664
5.5359817,3.6709466,1.7523557
3.4341466,6.849172,3.7452996
5.312277,2.8134875,4.622045
7.1491394,3.681702,2.5545256
5.891751,1.9466915,4.5152426
5.229466,5.1874695,5.685376
4.381409,2.557006,5.7449183
2.79593,6.307135,2.8490825
5.0961604,3.5392394,2.0314322
6.6831493,2.7642503,1.8347137
6.619185,2.9032,5.3648033
2.9616828,5.539414,5.9725504
4.2383204,4.802643,5.5521536
3.8595386,6.5948596,2.9763646
3.2880487,5.7732067,3.5618558
5.0105233,5.155068,6.4927735
6.74865,2.149935,5.1943574
6.7697783,3.7712107,1.9690222
4.386746,5.4795785,6.420421
5.2898936,4.5447617,6.612675
4.8970013,4.9034014,5.653839
2.4523523,2.7292967,2.7226272
6.1124644,5.3807926,5.904866
6.8189497,2.7525003,5.74062
6.339896,5.9925942,2.590553
3.35496,3.4295478,1.5483319
3.4444408,5.269103,5.997461
3.0363715,2.3708322,6.0748057
2.6615653,3.1520543,1.9755876
4.379135,3.457123,1.5860084
6.0111623,6.7453337,3.2067664
5.961939,6.170597,2.6697028
6.2312536,3.7667668,1.8292544
3.7667544,2.9357235,2.0977046
4.245732,5.9534354,5.884664
5.554744,5.229229,6.892553
4.728774,5.5477014,5.8751516
2.87867,7.0387383,3.184542
3.3454766,1.8640616,5.2554684
6.4212847,3.3928788,3.039697
5.9368043,4.7029624,5.7487755
4.4455,6.290053,3.669154
3.9980547,6.243178,3.8328903
4.044873,4.9594135,5.51892
6.7519946,3.7532668,2.0050123
6.5613236,2.3828478,5.814951
3.2752779,5.6891637,5.993839
2.2892454,2.8524246,2.622128
5.9372706,2.496868,5.0846515
2.7184398,6.240175,3.305553
2.5912387,2.7461114,4.957216
3.5821552,4.8266373,5.729985
6.7753625,5.7667165,3.1219256
6.507748,5.7978272,2.6055686
6.0952015,5.563462,6.2122655
3.844818,2.6413667,5.5325203
3.2431297,2.735866,5.612008
3.0445218,4.9537525,6.200983
2.7325711,6.199551,3.2998016
3.8323505,2.8448994,4.761074
6.310502,3.7437804,1.8699164
7.0161934,2.2139192,5.0371356
3.0564942,3.472221,1.735852
6.3283615,3.3014696,2.8591363
4.3993664,3.4949627,1.5567799
6.5759025,2.8416524,5.4187055
6.7851367,6.6686974,3.7410178
6.119098,2.9074125,1.90179
7.0763083,6.2187014,3.6478841
5.530541,2.8379886,5.5669813
2.6646261,6.2205257,3.2996697
2.7640681,4.73049,5.9830847
6.747834,4.4012346,5.776106
3.4049647,2.7669032,2.23541
5.0716853,2.6500914,1.8174288
6.048989,6.573985,2.968617
5.323679,5.654316,5.831855
3.1145105,2.198477,4.8359675
6.888016,5.6881113,3.497782
6.271821,6.7329254,3.5280535
3.5172558,6.7806025,3.6450765
6.6089063,4.702003,6.321
6.2177005,2.3268647,2.5979831
6.8233,2.1208198,5.0358024
5.532247,2.7517412,1.6606823
7.010945,2.1695573,4.8845716
2.8846526,3.0794313,2.6101742
7.038222,2.996748,5.1989527
5.144354,2.5485973,2.0782301
6.6766806,3.2636747,1.8749844
5.442676,6.169659,3.78357
6.102269,4.836539,5.3475165
6.022633,5.9885154,3.4255884
2.843429,6.297428,2.9357567
3.2175882,5.587159,6.378338
3.6064236,2.8127956,5.526533
4.8327518,3.430547,2.5451512
4.7517796,4.614022,6.681822
4.1868076,2.6755617,5.6132603
6.9826236,3.3628128,2.0425255
6.819332,5.613125,3.139071
6.4936614,2.4197686,5.898608
3.69048,3.386861,2.3825343
6.7233315,5.4042554,5.994672
2.716662,3.923266,2.6120076
3.9529126,7.0035505,3.144378
6.460222,2.8343759,5.4183455
3.3186424,5.810659,3.720319
3.1199076,3.4729936,1.8607209
3.783491,5.92183,3.6705441
5.0246253,3.537951,2.4921916
4.4665813,3.3886287,2.346931
6.8448524,2.697927,2.6060317
6.5984826,3.1936269,2.7175066
5.6127796,3.688608,2.2323668
3.734108,6.256844,3.361869
4.743421,5.650087,6.581659
5.0004363,4.758198,6.7403135
2.799008,2.8244622,5.6321616
2.8453083,2.7327232,2.3302882
3.2760043,2.373244,6.0013146
3.3341827,3.8623822,2.7284665
6.8189874,3.3686209,2.009118
7.0612435,3.7437994,2.6470037
6.680261,2.8807166,2.022898
7.000034,3.0299332,5.1140513
5.130351,5.2510867,6.8251004
4.082169,3.0883474,2.427429
2.9216685,3.105713,2.7811432
3.1949985,1.859878,5.4373903
2.9954624,2.086714,5.5001884
7.073291,3.7954144,2.8127666
6.3212233,5.9342227,3.4911036
2.5061047,3.167032,2.9074862
3.0692534,5.757713,3.5928905
3.1194339,5.8753734,3.693697
5.7476163,4.726232,5.304687
4.412178,3.5072799,1.5623182
7.039168,5.629863,3.4916503
4.060351,1.9427814,5.34951
3.1783953,7.0949364,3.2844214
5.427928,3.484362,1.995614
6.0524054,4.832554,6.5439014
3.8958685,2.417126,5.476448
2.8734548,2.9246354,5.4729238
3.0625303,2.2939582,5.7489233
2.7471378,3.3384714,2.2064326
5.7384467,6.5892715,3.984633
2.8067586,3.263532,3.2289917
2.7683127,3.4079034,1.543708
6.1207266,2.6395721,5.0336046
3.1159146,5.539314,6.346334
6.56064,2.71585,2.8050034
6.055951,6.3917904,3.058541
6.302754,6.0432196,2.5866437
3.9660456,5.950051,3.5469751
3.6162076,5.2268195,5.874665
3.2114573,2.80571,4.6438556
4.628412,3.0030763,2.1458862
6.9544497,4.8043656,5.3164525
4.7310185,6.120267,2.6353164
6.491689,3.7768874,2.0981612
3.651268,5.791757,6.6948185
6.0022435,4.5830636,5.8698845
4.5156956,2.2038834,4.831662
6.3279843,5.632361,3.4872458
6.610746,5.203304,6.2062545
4.47387,3.5398335,2.5502825
5.170271,2.6271517,2.3680708
5.985415,4.49245,5.858819
4.4851966,6.6879406,3.5821872
4.5291066,6.8667884,3.3951745
2.2694192,3.0007298,2.550558
5.6133695,5.786525,3.2824295
2.907643,6.3261228,3.4406865
2.947254,6.5534134,2.9420147
6.903334,5.085219,5.38239
4.9600887,6.4862204,3.2159815
6.737214,5.4892163,3.1800427
2.800694,3.2253706,3.5780778
2.6418524,6.184702,3.2915773
2.2460968,2.9744701,2.468095
4.0570765,6.4627686,3.6558218
3.5347383,5.289841,6.9083724
3.7207513,4.603871,5.4102807
2.618498,1.9633821,5.451844
4.3068027,2.3064966,5.2605886
7.1670146,2.3715618,4.9817176
3.2315288,2.4711692,5.5993137
6.7231126,6.569944,3.276957
3.7766328,2.6209278,5.162401
6.7637644,2.0891404,4.9997067
3.9340067,5.158439,6.0567465
3.9582772,5.0577006,5.935468
3.8705766,1.9443991,4.532762
6.694942,2.7030835,5.4002943
4.2973557,5.043211,5.966638
6.9234247,2.4226649,2.7012763
4.0038524,2.5539668,5.2412186
4.5360885,5.344254,6.5004234
5.208435,1.8291237,5.1074276
5.7809925,3.3102183,2.8880358
2.4210906,2.4429293,5.2806325
4.1020594,1.9933832,4.845635
5.194506,4.574068,6.5218053
4.729168,4.9923205,6.820165
6.8640304,2.4232006,4.4322743
6.473109,4.9018297,6.3891697
5.958988,2.607606,4.9590545
4.777197,6.3004956,2.536532
5.959736,3.1150424,3.1063802
2.949061,2.6740026,4.6128087
2.4709806,2.717543,2.7094312
6.3956757,3.4395916,3.0399218
4.5313077,5.656154,6.4174957
6.1574554,4.973199,6.7378654
6.4182334,4.881884,6.563392
6.873659,4.577538,6.371576
6.845367,3.4950736,2.7328053
6.5947204,6.5821133,3.5676074
4.824565,2.5019398,5.777348
3.891979,6.912237,3.3139048
7.258948,5.1846056,5.5817323
4.926944,4.627472,6.463179
3.0646107,4.848711,5.682824
2.6668081,4.0015817,2.7917407
3.4951758,5.674074,5.7909985
6.0577526,2.6351635,1.6915469
5.369333,2.4701645,2.2688043
6.005205,3.2115726,3.0915947
6.003207,5.4393187,6.233154
2.9820497,5.3474674,6.0338283
3.833013,1.9839336,5.2984457
2.9727952,7.1399546,3.5295553
6.4789762,5.3236756,6.0697737
6.5552626,6.197178,3.5614388
5.6852727,2.0317307,4.8335376
6.772468,6.469286,3.4993505
3.874537,5.039102,5.6575847
6.995405,5.4762607,3.4507072
6.0738187,6.190018,2.5588799
4.114053,4.8640113,5.6266565
5.9412766,2.8809752,5.4127407
6.1476874,4.347173,6.4449162
3.62071,6.9945674,3.8915026
2.8714838,2.2893934,5.490736
6.422633,2.3001945,5.6353154
2.6857507,3.5146174,1.7150182
4.8423586,5.1151104,6.563188
4.2746873,5.7933655,5.803134
5.3622365,1.9323771,4.501903
3.06167,5.623127,5.770685
5.6435375,6.075346,3.3185303
6.582013,4.808204,6.1961856
3.4758816,6.7758017,3.6620746
5.2182817,4.590971,6.5766373
4.84387,2.4949346,5.7051406
3.735088,3.4472659,1.6590236
6.210499,2.7997549,4.9151835
3.1355777,5.7395616,6.4618096
2.9686034,4.87887,6.000092
3.668669,2.9136705,2.1095543
4.309189,2.430165,5.0011415
6.5054927,5.581456,5.967578
5.3461857,5.18411,5.956526
5.841102,6.348445,3.1894188
5.002267,2.7370136,1.89836
6.7590365,5.683079,3.0960147
3.311604,5.318457,6.041035
4.8137283,2.6927412,1.7539717
4.1775646,5.1777105,6.1034126
2.6456096,3.2923355,2.5762427
6.9969463,6.0954432,3.4091992
3.4950504,5.7831206,5.891575
5.5791545,2.1982236,5.7471485
4.883031,5.215594,6.0515695
6.9858775,6.121244,3.50839
6.216145,2.2504845,5.6435404
5.5318184,3.538578,1.9723363
6.29153,3.7017555,2.316988
6.4293504,2.3565907,5.753383
6.226353,3.2772863,2.9889386
2.881216,6.7676845,3.6712887
6.0042977,3.1224658,2.9741154
6.732275,2.4654267,5.9056077
6.804666,5.6390376,3.0735285
2.9419546,5.649064,3.7660508
6.8971314,6.457262,3.2177567
4.7683735,3.4546053,1.7185779
4.2299204,6.9492416,3.1010718
4.516321,2.9179673,2.5057154
4.918907,1.4934251,5.0837383
4.406681,2.7947764,4.600837
6.931845,6.5288157,3.2483602
5.141696,3.0680802,2.562517
4.4881225,4.911682,5.4821467
2.718462,3.4272375,1.7362432
5.1309905,2.5422425,4.89186
3.8703866,6.8970976,3.7935884
7.1897926,3.4848185,2.306235
3.6890953,2.5716503,4.9159484
6.3559337,4.9375567,6.737767
6.5309396,5.1510596,6.5355263
6.6210604,2.6578715,4.97258
3.649562,5.7997355,6.3928227
4.7047267,2.801286,5.5120015
6.7006392,2.625591,5.5166287
2.7009716,3.8201582,2.6540332
